༄༅ དཀོན་ མཆོག་ གསུམ་ ལ་ ཕྱག་ འཚལ་ ལོ 83
དོན་ དང་ ལྡན་ ཡི་ གེ་ དང་ ལྡན་ པར་ 67
དོན་ དུ་ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ ཏུ་ 57
དོན་ དུ་ གཉེར་ བ་ རྟོག་ པའི་ ཡོ་ བྱད་ 40
དོན་ དུ་ སྔོན་ བྱང་ ཆུབ་ སེམས་ དཔའི་ སྤྱད་ 77
དོན་ དམ་ པ་ སྟོང་ པ་ ཉིད་ དང་ །_ 223
དོན་ དམ་ པ་ སྟོང་ པ་ ཉིད་ རྣམ་ པར་ 132
དོན་ དམ་ པ་ སྟོང་ པ་ ཉིད་ ཡོངས་ སུ་ 100
དོན་ དམ་ པ་ སྟོང་ པ་ ཞེས་ བྱ་ བར་ 53
དོན་ དམ་ པར་ ནི་ མ་ ཡིན་ ནོ །_། 43
དོན་ མེད་ དོ །_། རབ་ འབྱོར་ འདི་ ལྟ་ 81
དོན་ ནི་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ དོན་ 45
དོན་ ཀུན་ ཤེས་ པར་ ནུས་ པ་ གང་ ཡིན་ 59
དོན་ རྣམ་ པར་ ཕྱེ་ བ་ ཡང་ ཐོས་ པར་ 48
དོན་ བཟང་ པོ །_ ཚིག་ འབྲུ་ བཟང་ པོ 52
དོན་ ཏུ་ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ ཏུ་ 116
དོན་ དེ་ ཉིད་ ཡང་ བསྟན་ པའི་ ཕྱིར་ ཚིགས་ 45
དོན་ མ་ ཡིན་ པ་ བཟློག་ ལ །_ སྣང་ 40
དོན་ མ་ ཡིན་ ཞེས་ སྤྱད་ པར་ མྱི་ བྱའོ 115
དོན་ བྱས་ ཤིང་ དོན་ མ་ ཡིན་ པ་ བཟློག་ 42
དོན་ ཉུང་ བའི་ དགེ་ སློང་ མ་ དག་ སྨོད་ 114
དོན་ ཉུང་ ངུ་ དག་ ཅིའི་ ཕྱིར་ དགེ་ སློང་ 82
དོན་ རྗེས་ སུ་ ཐོབ་ པ །_ སྲིད་ པར་ 54
དོན་ མྱེད་ དོ །_། རབ་ འབྱོར་ འདི་ ལྟ་ 211
ཉུང་ བ་ དག་ ལྷགས་ ན །_ དེ་ དག་ 78
ཉུང་ བའི་ དགེ་ སློང་ མ་ དག་ སྨོད་ པར་ 113
ཉུང་ ངམ །_ བསྐྱོད་ པ་ ཡང་ ངམ །_ 64
ཉུང་ ངུ་ དག་ ཅིའི་ ཕྱིར་ དགེ་ སློང་ དག་ 77
བྱ་ བ་ བཞུགས་ སོ །_། དེའི་ སྟེང་ འཇིག་ 48
བྱ་ བ་ བཞུགས་ སོ །_། དེའི་ སྟེང་ ན་ 165
བྱ་ བ་ བཞུགས་ ཏེ །_ ཡང་ ཤཱ་ རིའི་ 49
བྱ་ བ་ བཞུགས་ ཏེ་ འཚོ་ ཞིང་ གཞེས་ ལ་ 460
བྱ་ བ་ དང་ །_ སྡུག་ བསྔལ་ ཞེས་ བྱ་ 306
བྱ་ བ་ དང་ །_ སངས་ རྒྱས་ ཀྱི་ ཆོས་ 47
བྱ་ བ་ དང་ །_ སངས་ རྒྱས་ ཀྱི་ ཞིང་ 68
བྱ་ བ་ དང་ །_ མི་ དགེ་ བ་ དེ་ 43
བྱ་ བ་ དང་ །_ མི་ རྟག་ ཅེས་ བྱ་ 57
བྱ་ བ་ དང་ །_ མི་ དབེན་ ཞེས་ བྱ་ 50
བྱ་ བ་ དང་ །_ མི་ འམ་ ཅིའི་ བུ་ 49
བྱ་ བ་ དང་ །_ དེ་ བཞིན་ གཤེགས་ པ་ 97
བྱ་ བ་ དང་ །_ དེ་ ལྟ་ ལགས་ སོ་ 51
བྱ་ བ་ དང་ །_ ཡོངས་ སུ་ ཤེས་ པར་ 112
བྱ་ བ་ དང་ །_ བདག་ མེད་ ཅེས་ བྱ་ 84
བྱ་ བ་ དང་ །_ བདག་ མྱེད་ ཅེས་ བྱ་ 236
བྱ་ བ་ དང་ །_ མ་ ཞི་ ཞེས་ བྱ་ 199
བྱ་ བ་ དང་ །_ ཞི་ ཞེས་ བྱ་ བ་ 144
བྱ་ བ་ དང་ །_ མངོན་ པར་ འདུ་ བྱ་ 122
བྱ་ བ་ དང་ །_ བྱང་ ཆུབ་ སེམས་ དཔའ་ 136
བྱ་ བ་ དང་ །_ བྱང་ ཆུབ་ སེམས་ དཔའི་ 87
བྱ་ བ་ དང་ །_ དྲང་ སྲོང་ ཆེན་ པོ་ 61
བྱ་ བ་ དང་ །_ སེམས་ ཅན་ ཐམས་ ཅད་ 143
བྱ་ བ་ དང་ །_ བསྙེན་ བཀུར་ བྱ་ བ་ 48
བྱ་ བ་ དང་ །_ བཀུར་ སྟིར་ བྱ་ བ་ 78
བྱ་ བ་ དང་ །_ དབེན་ ཞེས་ བྱ་ བར་ 122
བྱ་ བ་ དང་ །_ མཚན་ མ་ མེད་ ཅེས་ 76
བྱ་ བ་ དང་ །_ མཚན་ མ་ མྱེད་ ཅེས་ 245
བྱ་ བ་ དང་ །_ དྲི་ ཟའི་ བུ་ མོ་ 52
བྱ་ བ་ དང་ །_ ཕུ་ དུད་ དུ་ བྱ་ 56
བྱ་ བ་ དང་ །_ སྟོང་ ཞེས་ བྱ་ བ་ 139
བྱ་ བ་ དང་ །_ རྗེད་ པར་ བྱ་ བ་ 41
བྱ་ བ་ དང་ །_ སྨོན་ པ་ མེད་ ཅེས་ 77
བྱ་ བ་ དང་ །_ སྨོན་ པ་ མྱེད་ ཅེས་ 249
བྱ་ བ་ དང་ །_ འགྲིབ་ པར་ བྱ་ བའི་ 227
བྱ་ བ་ དང་ །_ མྱི་ སྡུག་ ཅེས་ བྱ་ 173
བྱ་ བ་ དང་ །_ མྱི་ རྟག་ ཅེས་ བྱ་ 156
བྱ་ བ་ དང་ །_ མྱི་ དབེན་ ཞེས་ བྱ་ 147
བྱ་ བ་ དང་ །_ མྱི་ སྟོང་ ཞེས་ བྱ་ 161
བྱ་ བ་ དང་ སྡུག་ བསྔལ་ ཞེས་ བྱ་ བར་ 44
བྱ་ བ་ དང་ གང་ ལ་ བརྩོན་ པར་ བྱ་ 98
བྱ་ བ་ དང་ མ་ ཞི་ ཞེས་ བྱ་ བར་ 45
བྱ་ བ་ ལ་ མཁས་ པར་ རིག་ པར་ བྱའོ 234
བྱ་ བ་ ལ་ སྤྱོད་ དེ །_ དེ་ ནི་ 107
བྱ་ བ་ ལ་ སོགས་ པ་ ཡང་ སྔ་ མ་ 121
བྱ་ བ་ ལ་ སོགས་ པ་ སྔ་ མ་ བཞིན་ 263
བྱ་ བ་ འཇིག་ རྟེན་ དུ་ བྱུང་ སྟེ །_ 203
བྱ་ བ་ འཇིག་ རྟེན་ དུ་ བྱུང་ ངོ་ །_། 92
བྱ་ བ་ འཇིག་ རྟེན་ གྱི་ ཁམས་ སངས་ རྒྱས་ 58
བྱ་ བ་ མེད་ པ་ ལ་ གནས་ མེད་ དོ 96
བྱ་ བ་ མེད་ ཅེས་ བྱ་ བར་ དེ་ མི་ 79
བྱ་ བ་ གང་ དག་ ཡིན་ པ་ དེ་ དག་ 44
བྱ་ བ་ གང་ ཞེ་ ན །_ འདི་ ལྟ་ 46
བྱ་ བ་ གང་ ཞེ་ ན །_ དགེ་ སློང་ 41
བྱ་ བ་ ནི །_ སངས་ རྒྱས་ བཅོམ་ ལྡན་ 102
བྱ་ བ་ ནི །_ བྱང་ ཆུབ་ སེམས་ དཔའ་ 83
བྱ་ བ་ ནི །_ གླེང་ གཞི་ མཉན་ དུ་ 62
བྱ་ བ་ འདི་ ནི་ མྱིང་ ཙམ་ དུ་ ཟད་ 106
བྱ་ བ་ འདི་ ནི་ མྱིང་ ཙམ་ མོ །_། 52
བྱ་ བ་ ནི་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ 275
བྱ་ བ་ ནི་ བཅུ་ གཉིས་ སྡེ་ དག་ གོ 42
བྱ་ བ་ ནི་ སེམས་ ཅན་ དམྱལ་ བ་ དང་ 90
བྱ་ བ་ ནི་ གོང་ མ་ བཞིན་ ནོ །_། 195
བྱ་ བ་ རྒྱལ་ བའི་ ཡུམ །_། སྲས་ པོ་ 210
བྱ་ བ་ ན །_ དེ་ བཞིན་ གཤེགས་ པ་ 53
བྱ་ བ་ རབ་ ཏུ་ གནས་ སོ །_། དེ་ 70
བྱ་ བ་ མི་ ཤེས་ ནས །_ བཅོམ་ ལྡན་ 47
བྱ་ བ་ ཤིན་ ཏུ་ རྒྱས་ པ་ ཆེན་ པོའི་ 108
བྱ་ བ་ དེ་ ནི་ གཉིས་ སུ་ མྱེད་ པའི་ 206
བྱ་ བ་ དེ་ ན །_ དེ་ བཞིན་ གཤེགས་ 124
བྱ་ བ་ དེ་ བཞིན་ གཤེགས་ པ་ དགྲ་ བཅོམ་ 51
བྱ་ བ་ དེ་ ལྟ་ བུ་ ཡང་ མཐོང་ ངམ 112
བྱ་ བ་ དེ་ ལྟ་ བུ་ ཡང་ མྱེད་ ཅིང་ 64
བྱ་ བ་ དེ་ ལྟ་ བུ་ མཐོང་ ངམ །_ 87
བྱ་ བ་ དེ་ ལྟར་ ཡང་ མྱི་ སྤྱོད་ ན 77
བྱ་ བ་ ནས །_ བསླབ་ པ་ བཅའ་ བའི་ 162
བྱ་ བ་ ནས །_ དེ་ ཡང་ འོངས་ ཏེ་ 51
བྱ་ བ་ རྟག་ པར་ ཡང་ དག་ པར་ རྗེས་ 51
བྱ་ བ་ མཐོང་ ངོ་ །_། དེར་ སེམས་ ཅན་ 70
བྱ་ བ་ མ་ ཡིན་ ཞེས་ བྱ་ བ་ ནི་ 53
བྱ་ བ་ མ་ ཡིན་ ཞེས་ བྱ་ བར་ མྱི་ 52
བྱ་ བ་ མ་ ཡིན་ ནོ་ ཞེས་ རྣམ་ པར་ 95
བྱ་ བ་ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ ཏུ་ 53
བྱ་ བ་ བྱས་ པ །_ བྱེད་ པ་ བྱས་ 61
བྱ་ བ་ ཇི་ ལྟར་ འདུག་ པ་ མཐོང་ ངོ་ 86
བྱ་ བ་ ཡོད་ དེ །_ དེ་ ལ་ འཇིག་ 80
བྱ་ བ་ ཡོད་ དེ །_ དེ་ ན་ དེ་ 788
བྱ་ བ་ ནས་ བསླབ་ པ་ བཅའ་ བའི་ བར་ 55
བྱ་ བ་ བརྗོད་ པ་ དང་ །_ ཤེས་ རབ་ 41
བྱ་ བ་ བླ་ ན་ མེད་ པ་ ཡང་ དག་ 86
བྱ་ བ་ བསྙེན་ བཀུར་ ཏོ །_། དེའི་ འོག་ 161
བྱ་ བ་ འམ །_ སྡུག་ བསྔལ་ ཞེས་ བྱ་ 129
བྱ་ བ་ འམ །_ མི་ བརྩོན་ ཞེས་ བྱ་ 82
བྱ་ བ་ འམ །_ བདག་ མྱེད་ ཅེས་ བྱ་ 119
བྱ་ བ་ འམ །_ མ་ ཞི་ ཞེས་ བྱ་ 63
བྱ་ བ་ འམ །_ མངོན་ པར་ ཆགས་ པར་ 215
བྱ་ བ་ འམ །_ མྱི་ སྡུག་ ཅེས་ བྱ་ 67
བྱ་ བ་ འམ །_ མྱི་ རྟག་ ཅེས་ བྱ་ 146
བྱ་ བ་ འམ །_ མྱི་ སྟོང་ ཞེས་ བྱ་ 81
བྱ་ བ་ བཏང་ ངོ་ །_། དེའི་ ཡང་ འདབ་ 332
བྱ་ བ་ འམ་ སྡུག་ བསྔལ་ ཞེས་ བྱ་ བར་ 130
བྱ་ བ་ འམ་ མེད་ ཅེས་ བྱ་ བར་ མི་ 85
བྱ་ བ་ འམ་ མི་ བརྟན་ ཞེས་ བྱ་ བར་ 77
བྱ་ བ་ འམ་ མི་ སྟོང་ ཞེས་ བྱ་ བར་ 88
བྱ་ བ་ འམ་ བདག་ མྱེད་ ཅེས་ བྱ་ བར་ 135
བྱ་ བ་ འམ་ མ་ ཞི་ ཞེས་ བྱ་ བར་ 101
བྱ་ བ་ འམ་ གྲོལ་ ཞེས་ བྱ་ བར་ ཆོས་ 100
བྱ་ བ་ འམ་ མཚན་ མ་ མེད་ ཅེས་ བྱ་ 90
བྱ་ བ་ འམ་ སྨོན་ པ་ མེད་ ཅེས་ བྱ་ 98
བྱ་ བ་ འམ་ འགག་ ཅེས་ བྱ་ བར་ མི་ 78
བྱ་ བ་ འམ་ མྱི་ སྡུག་ ཅེས་ བྱ་ བར་ 135
བྱ་ བ་ འམ་ མྱི་ རྟག་ ཅེས་ བྱ་ བ་ 63
བྱ་ བ་ འམ་ མྱི་ རྟག་ ཅེས་ བྱ་ བར་ 132
བྱ་ བ་ ད་ ལྟར་ བཞུགས་ ཏེ་ འཚོ་ ཞིང་ 90
བྱ་ བ་ དང །_ དེ་ བཞིན་ གཤེགས་ པ་ 72
བྱ་ བ་ རྫུ་ འཕྲུལ་ ཅན །_། འདུས་ པ་ 163
བྱ་ བ་ ཐེག་ པ་ ཆེན་ པོའི་ མདོ །_ 258
བྱ་ བ་ ཐེག་ པ་ ཆེན་ པོའི་ མདོ་ རྫོགས་ 169
བྱ་ བ་ མྱེད་ པ་ དང་ །_ མངོན་ པར་ 104
བྱ་ བ་ མྱེད་ པ་ ནི་ རྣམ་ པར་ དག་ 103
བྱ་ བ་ མྱེད་ པར །_ རྣམ་ པར་ ཤེས་ 40
བྱ་ བ་ མྱེད་ དེ །_ དེ་ ལྟར་ ན་ 46
བྱ་ བ་ མྱེད་ ཅེས་ བྱ་ བ་ དང་ །_ 85
བྱ་ བ་ མྱེད་ པས །_ ཤེས་ རབ་ ཀྱི་ 96
བྱ་ བ་ མྱི་ དམྱིགས་ སོ །_། དེ་ ལ་ 96
བྱ་ བའི་ འཇིག་ རྟེན་ གྱི་ ཁམས་ ཡོད་ དེ 58
བྱ་ བའི་ ཆོས་ དེ་ གཉིས་ ནི་ གཉིས་ སུ་ 131
བྱ་ བའི་ ཆོས་ སྣང་ བའི་ སྒོ་ ཡོད་ དོ 88
བྱ་ བའི་ བར་ དུ་ སྔ་ མ་ བཞིན་ དུ་ 75
བྱ་ བའི་ བར་ དུ་ སྔ་ མ་ བཞིན་ ནོ 47
བྱ་ བའི་ བར་ རོ །_། དེ་ བཞིན་ དུ་ 55
བྱ་ བའི་ བར་ སྔ་ མ་ བཞིན་ ནོ །_། 84
བྱ་ བའི་ བར་ གོང་ མ་ བཞིན་ དུ་ སྟེ 69
བྱ་ བའི་ བར་ གོང་ མ་ བཞིན་ ནོ །_། 48
བྱ་ བའི་ བར་ གོང་ མ་ བཞིན་ དུའོ །_། 270
བྱ་ བའི་ ཕྱིར་ ཞུགས་ པ་ བརྒྱ་ ཟན་ བྱིན་ 44
བྱ་ བའི་ ཕྱིར་ སློབ་ ན །_ རྣམ་ པ་ 436
བྱ་ བའི་ ཕྱིར་ མྱི་ སློབ་ པ་ དང་ །_ 106
བྱ་ བའི་ ཕྱིར་ མྱི་ སློབ་ པ་ ཡིན་ ནམ 107
བྱ་ བའི་ ཕྱིར་ མྱི་ སློབ་ པ་ ཡིན །_ 104
བྱ་ བའི་ དོན་ དུ་ སྔོན་ བྱང་ ཆུབ་ སེམས་ 77
བྱ་ བའི་ རིག་ པ་ སྟེ །_ རྟག་ ཏུ་ 105
བྱ་ བའི་ ཕྱིར །_། བྱང་ ཆུབ་ དོན་ དུ་ 47
བྱ་ བའི་ ཕྱིར །_ བྱང་ ཆུབ་ སེམས་ དཔའ་ 105
བྱ་ བའི་ ཡུད་ ཙམ་ དུ་ འགྱུར་ རོ །_། 52
བྱ་ བའི་ སྲས་ རྣམས་ ལ །_། སངས་ རྒྱས་ 45
བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ དང་ །_ ཆོས་ 137
བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ དང་ །_ རྣམ་ 49
བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ དང་ །_ འོད་ 45
བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ དང་ །_ སྤྲིན་ 97
བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ ལ་ སྙོམས་ པར་ 1400
བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ གང་ ཞེ་ ན 389
བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ ཀྱང་ འཐོབ་ བོ 46
བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ ཡོད་ དེ །_ 186
བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ ཡོད་ དོ །_། 125
བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ ཏོ །_། དེ་ 303
བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ ཅེས་ བྱའོ །_། 106
བྱ་ བའི་ གཟུངས་ རྫོགས་ སོ །།_།། རྒྱ་ གར་ 58
བྱ་ བའི་ གཟུངས །_ སངས་ རྒྱས་ དང་ བྱང་ 68
བྱ་ བར་ འཇིག་ རྟེན་ དུ་ རྗོད་ དོ །_། 110
བྱ་ བར་ ཆོས་ སྟོན་ པར་ མི་ འགྱུར་ རོ 70
བྱ་ བར་ ཆོས་ སྟོན་ པར་ མྱི་ འགྱུར་ རོ 916
བྱ་ བར་ གནས་ པར་ མི་ བྱའོ །_། དམྱིགས་ 112
བྱ་ བར་ གནས་ པར་ མྱི་ བྱའོ །_། དམྱིགས་ 930
བྱ་ བར་ རྣམ་ པར་ རྟོག་ པར་ མི་ འགྱུར་ 273
བྱ་ བར་ རྣམ་ པར་ རྟོག་ པར་ མི་ འགྱུར 216
བྱ་ བར་ རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར་ 793
བྱ་ བར་ རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར 725
བྱ་ བར་ རྣམ་ པར་ འཁྲུག་ པར་ མྱི་ བྱེད་ 104
བྱ་ བར་ གྱུར་ པ་ དེ་ གཞན་ ཡིན་ པར་ 92
བྱ་ བར་ གྱུར་ པ་ དེ་ གཞན་ ཞིག་ ཡིན་ 90
བྱ་ བར་ སྟོན་ ཅིང་ །_ འདི་ སྐད་ དུ་ 105
བྱ་ བར་ སྟོན་ ཏོ །_། འཇིག་ རྟེན་ ན་ 109
བྱ་ བར་ ཡང་ དག་ པ་ ཇི་ ལྟ་ བ་ 161
བྱ་ བར་ ཡང་ དག་ པར་ རྗེས་ སུ་ མི་ 246
བྱ་ བར་ ཡང་ དག་ པར་ རྗེས་ སུ་ མ་ 111
བྱ་ བར་ ཡང་ དག་ པར་ རྗེས་ སུ་ མྱི་ 90
བྱ་ བར་ ཡང་ ཟུང་ ཤིག _། བཅོམ་ ལྡན་ 42
བྱ་ བར་ མི་ སྤྱོད་ ན །_ ཤེས་ རབ་ 80
བྱ་ བར་ མི་ སྦྱོར་ མི་ འབྱེད་ དོ །_། 82
བྱ་ བར་ མི་ སྦྱོར་ རོ །_། རྣམ་ པར་ 90
བྱ་ བར་ མི་ སྦྱོར་ རོ །_། ལུས་ ཀྱི་ 48
བྱ་ བར་ མི་ སྦྱོར་ རོ །_། ཡིད་ ཀྱི་ 48
བྱ་ བར་ མི་ སྦྱོར་ རོ །_། རྣ་ བའི་ 48
བྱ་ བར་ མི་ སྦྱོར་ རོ །_། ཚོར་ བ་ 49
བྱ་ བར་ མི་ སྤྱོད །_ རྣམ་ པར་ ཤེས་ 45
བྱ་ བར་ དེ་ མི་ དམིགས་ པའི་ ཚུལ་ གྱིས་ 664
བྱ་ བར་ དེ་ མྱི་ དམིགས་ པའི་ ཚུལ་ གྱིས་ 96
བྱ་ བར་ དེ་ མྱི་ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ 251
བྱ་ བར་ ཡོངས་ སུ་ མི་ རྟོག་ གོ _། 288
བྱ་ བར་ ཡོངས་ སུ་ མྱི་ རྟོག་ གོ _། 844
བྱ་ བར་ འདོད་ པས །_ ཤེས་ རབ་ ཀྱི་ 50
བྱ་ བར་ མངོན་ པར་ ཆགས་ པ་ མྱེད་ དོ 97
བྱ་ བར་ སེམས་ ཅན་ རྣམས་ ལ་ ཆོས་ སྟོན་ 221
བྱ་ བར་ སྤྱོད་ དེ །_ ཅི་ ནས་ ཀྱང་ 128
བྱ་ བར་ རྟོག་ པར་ འགྱུར་ རོ །_། དེ་ 111
བྱ་ བར་ རྟོག་ སྟེ །_ དེ་ མི་ དམིགས་ 63
བྱ་ བར་ རྟོག་ པས །_ ཤེས་ རབ་ ཀྱི་ 105
བྱ་ བར་ ཡིད་ ལ་ བྱེད་ དེ །_ དམིགས་ 277
བྱ་ བར་ ཡིད་ ལ་ བྱེད་ དེ །_ དམྱིགས་ 651
བྱ་ བར་ འདུ་ ཤེས་ པ་ མྱེད་ ན །_ 99
བྱ་ བར་ འདུ་ ཤེས་ པ་ མྱེད་ དོ །_། 114
བྱ་ བར་ འདུ་ ཤེས་ ན་ ཆགས་ པའོ །_། 125
བྱ་ བར་ ཁོང་ དུ་ ཆུད་ པར་ བྱས་ ཤིང་ 112
བྱ་ བར་ དམིགས་ པའི་ ཚུལ་ གྱིས་ གནས་ པར་ 56
བྱ་ བར་ མྱི་ སྤྱོད་ ན །_ ཤེས་ རབ་ 402
བྱ་ བར་ མྱི་ སྤྱོད་ ན་ ཤེས་ རབ་ ཀྱི་ 515
བྱ་ བར་ མྱི་ སྤྲོ་ བ་ འཕྲོ་ བར་ མྱི་ 314
བྱ་ བར་ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ གནས་ པར་ 88
བྱ་ བར་ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ སྟོན་ པ་ 104
བྱ་ བས་ མ་ ཡིན་ གྱི །_ རྣམ་ པ་ 43
བྱ་ ཞེས་ ཟེར་ བ་ ནི །_ ཚེ་ དང་ 99
བྱ་ ཞེས་ སྨྲས་ ན་ མིང་ བརྗོད་ པ་ ལ་ 48
བྱ་ སྟེ །_ གསུམ་ གང་ ཞེ་ ན །_ 55
བྱ་ སྟེ །_ འདི་ ལ་ འགྱོད་ པར་ མི་ 58
བྱ་ སྟེ །_ དགེ་ སློང་ དག་ ཁྱེད་ ཀྱིས་ 49
བྱ་ སྟེ །_ དགེ་ སློང་ སྔ་ མ་ དག་ 167
བྱ་ སྟེ །_ དགེ་ འདུན་ བཙུན་ པ་ རྣམས་ 87
བྱ་ སྟེ །_ རབ་ འབྱོར་ དེ་ ལྟར་ སྤྱོད་ 87
བྱ་ སྟེ །_ དེ་ དེ་ བཞིན་ གཤེགས་ པས་ 91
བྱ་ སྟེ །_ དེ་ ཅིའི་ ཕྱིར་ ཞེ་ ན 78
བྱ་ སྟེ །_ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ 47
བྱ་ སྟེ །_ ཅི་ ནས་ ཀྱང་ བདག་ བླ་ 57
བྱ་ སྟེ །_ བཅུ་ གང་ ཞེ་ ན །_ 56
བྱ་ སྟེ །_ བཞི་ གང་ ཞེ་ ན །_ 44
བྱ་ སྟེ །_ ལྔ་ གང་ ཞེ་ ན །_ 53
བྱ་ སྟེ །_ བསྙེན་ པར་ རྫོགས་ པར་ བྱེད་ 53
བྱ་ སྟེ །_ རིན་ ཐང་ བརྩི་ བར་ བྱ་ 41
བྱ་ ཞིང་ སོ་ སོར་ ཐར་ པའི་ མདོ་ གདོན་ 397
བྱ་ ཞིང་ བདག་ ཉིད་ ཀྱང་ མི་ གནས་ པར་ 46
བྱ་ ཞིང་ དངོས་ པོ་ ཚང་ ན་ ཕམ་ པར་ 51
བྱ་ བའོ །_། ན་ མོ་ རཏྣ་ ཏྲ་ ཡཱ་ 163
བྱ་ སྟེ་ ཞེས་ བྱ་ བ་ ལ་ སོགས་ པ་ 122
བྱ་ བའམ །_ གཞན་ ལ་ སྦྱིན་ པར་ བྱའོ 72
བྱ་ ཞེ་ ན །_ དེ་ ནི་ འདི་ ལྟར་ 48
བྱ་ སྙམ་ དུ་ ཡེ་ ཤེས་ གཟིགས་ པ་ འཇུག་ 43
བྱ་ གོར་ མ་ ཆག་ སྙམ་ མོ །_། དེ་ 57
བྱ་ ཀ་ ལན་ ད་ ཀ་ གནས་ པ་ ན་ 85
བྱ་ རྒོད་ ཀྱི་ ཕུང་ པོའི་ རི་ ལ་ དགེ་ 48
གྱིས་ སོ་ སོར་ ཐར་ པ་ བཏོན་ ཅིང་ གསོ་ 85
གྱིས་ འཇིག་ རྟེན་ ལ་ རྣམ་ པར་ གཟིགས་ ན 80
གྱིས་ འཇིག་ རྟེན་ ལ་ གཟིགས་ ཏེ །_ སུ་ 42
གྱིས་ ཆོས་ ཐམས་ ཅད་ སྟོང་ པ་ ཉིད་ ཀྱང་ 48
གྱིས་ ཆོས་ སྟོན་ ཅིང་ །_ དགེ་ བའི་ རྩ་ 806
གྱིས་ ཆོས་ ཁུ་ ཞིམ་ པོ་ འཐུང་ །_། འདུག་ 89
གྱིས་ མཆོག་ ཏུ་ བཟུང་ ཞིང་ མངོན་ པར་ ཞེན་ 67
གྱིས་ མཐའ་ ལས་ འདས་ པ་ སྟོང་ པ་ ཉིད་ 54
གྱིས་ གནས་ པའི་ སྙོམས་ པར་ འཇུག་ པ་ དང་ 155
གྱིས་ གནས་ པའི་ སྙོམས་ པར་ འཇུག་ པ་ རྣམས་ 91
གྱིས་ གནས་ པའི་ སྙོམས་ པར་ འཇུག་ པ་ དགུ་ 508
གྱིས་ འདི་ སྐད་ ཅེས་ གསོལ་ ཏོ །_། བཅོམ་ 414
གྱིས་ འདི་ སྐད་ ཅེས་ གསོལ་ ཏོ །_། བཙུན་ 115
གྱིས་ རྣམ་ པར་ གནོན་ པ་ དེ་ ལྟར་ སྤྱོད་ 42
གྱིས་ རང་ གི་ མཚན་ ཉིད་ སྟོང་ པ་ ཉིད་ 55
གྱིས་ ཡང་ དག་ པར་ སྟོན་ པར་ མཛད །_ 47
གྱིས་ ཡང་ དག་ པར་ བསྟན །_ ཡང་ དག་ 120
གྱིས་ མི་ ཁྱབ་ པའི་ དབྱིངས་ དེ་ ཤེས་ རབ་ 65
གྱིས་ མི་ ཁྱབ་ པ་ དང་ འདི་ བཞིའོ །_། 57
གྱིས་ མི་ ཁྱབ་ པ་ དང་ རྣམ་ པར་ བྱང་ 57
གྱིས་ མི་ ཁྱབ་ པ་ དང་ འདུ་ བྱེད་ ཡོངས་ 58
གྱིས་ མི་ ཁྱབ །_ མཚུངས་ པ་ མེད །_ 44
གྱིས་ ཡོངས་ སུ་ མྱ་ ངན་ ལས་ འདས་ པ་ 47
གྱིས་ ཡོངས་ སུ་ བསྔོ་ བར་ མྱི་ ནུས་ སོ 108
གྱིས་ བཅོམ་ ལྡན་ འདས་ ལ་ འདི་ སྐད་ ཅེས་ 118
གྱིས་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ ཆེན་ 93
གྱིས་ དོན་ དམ་ པ་ སྟོང་ པ་ ཉིད་ ཀྱང་ 52
གྱིས་ ཤིག །_ ཇི་ ལྟར་ བསྟན་ པའི་ ཤེས་ 47
གྱིས་ ཤིག །_ ཆོངས་ ཤིག །_ ལྷོགས་ ཤིག 44
གྱིས་ ཤིག _། གསོལ་ པ །_ བཅོམ་ ལྡན་ 41
གྱིས་ ཤིག _། ལོ་ བརྒྱ་ འཚོ་ བར་ གྱུར་ 42
གྱིས་ བཟོད་ ཅིང་ གནང་ ནས་ དགེ་ འདུན་ གྱིས་ 62
གྱིས་ གནང་ བར་ མཛོད་ ཅིག་ དང་ །_ དགེ་ 58
གྱིས་ གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ འདི་ 119
གྱིས་ གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ དེ་ 162
