༄༅ དཀོན་ མཆོག་ གསུམ་ ལ་ ཕྱག་ འཚལ་ ལོ །_། 81
མཁའ་ ལ་ ནི་ སྔོན་ གྱི་ མཐའ་ མྱི་ དམྱིགས །_ 98
མཁའ་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ དང་ །_ རྣམ་ ཤེས་ 47
མཁའ་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ ཀྱི་ སྙོམས་ པར་ འཇུག་ 54
མཁའ་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ ལས་ ཡང་ དག་ པར་ 45
མཁའ་ འགྲོ་ རྒྱ་ མཚོ་ རྣལ་ འབྱོར་ མའི་ རྒྱུད་ ཀྱི་ 53
མཁའ་ འགྲོ་ ཀུན་ དང་ མཉམ་ སྦྱོར་ བའི །_། རྡོ་ 45
མཁའ་ འགྲོ་ དེ་ བཞིན་ གཤེགས །_། བཅོམ་ ལྡན་ བདག་ 52
མཁའ་ འགྲོ་ བདེ་ བའི་ མཆོག _། རྡོ་ རྗེ་ སེམས་ 49
མཁའ་ གང་ ཡིན་ པ་ དང་ །_ ཐེག་ པ་ ཆེན་ 50
མཁའ་ ཀུན་ ནས་ ཡོག་ པར་ བྱིན་ གྱིས་ བརླབ་ པ་ 98
མཁའ་ ཞེས་ མྱིང་ དུ་ བརྗོད་ དོ །_། ཚེ་ དང་ 96
མཁའ་ ལྟར་ ཟད་ མྱི་ ཤེས་ པས །_ བྱང་ ཆུབ་ 110
མཁའ་ དཔག་ པ་ ནི་ དམྱིགས་ སུ་ མྱེད་ དོ །_། 98
མཁའ་ ལྡིང་ དང་ །_ མི་ འམ་ ཅི་ དང་ །_ 259
མཁའ་ ལྡིང་ དང་ །_ མིའམ་ ཅི་ དང་ །_ ལྟོ་ 352
མཁའ་ ལྡིང་ རྣམས་ དང་ །_ མི་ འམ་ ཅི་ རྣམས་ 74
བོར་ བ །_ བདག་ གི་ དོན་ རྗེས་ སུ་ ཐོབ་ 41
རྩ་ བ་ ཐམས་ ཅད་ ཀྱང་ །_ རྣམ་ པ་ ཐམས་ 336
རྩ་ བ་ ཐམས་ ཅད་ ཀྱང་ རྣམ་ པ་ ཐམས་ ཅད་ 490
རྩ་ བ་ གང་ ཇི་ སྙེད་ ཅིག་ མངོན་ པར་ འདུ་ 58
རྩ་ བ་ རྣམས་ མ་ བསྐྱེད་ པ་ ལས་ བསྐྱེད་ པར་ 41
རྩ་ བ་ རྣམས་ བསྐྱེད་ ཟིན་ པ་ ལས་ ཡོངས་ སུ་ 41
རྩ་ བ་ དེ་ ཡང་ སེམས་ ཅན་ ཐམས་ ཅད་ དང་ 62
རྩ་ བ་ དེ་ དག་ འདི་ ལྟར་ ཡོངས་ སུ་ བསྔོ་ 44
རྩ་ བ་ མང་ པོས་ རྣམ་ པར་ མྱི་ འཕེལ་ བ་ 47
རྩ་ གསུམ་ དང་ །_ མཚེ་ མ་ དང་ །_ དགའ་ 55
རྩ་ གཉིས་ དང་ །_ དཔེ་ བྱད་ བཟང་ པོ་ བརྒྱད་ 106
རྩ་ གཉིས་ ཀྱིས་ ལེགས་ པར་ བརྒྱན་ པ །_ དཔེ་ 56
ཕབ་ པ །།_།། ༄༅ རྒྱ་ གར་ སྐད་ དུ །_ 41
ཕབ་ པ །།_།། ༄༅༅ རྒྱ་ གར་ སྐད་ དུ །_ 67
ཕབ་ པ །།_ ༄༅ རྒྱ་ གར་ སྐད་ དུ །_ 59
ཕབ་ པ །།_ ༄༅༅ རྒྱ་ གར་ སྐད་ དུ །_ 46
སྦུབས་ བཅོམ་ པ །_ རིག་ པ་ དང་ མངོན་ པར་ 48
གཏན་ དང་ །_ རྣམ་ པར་ ཐར་ པ་ དང་ །_ 134
གཏན་ དང་ །_ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ ཏུ་ 57
གཏན་ དང་ །_ ཚད་ མེད་ པ་ དང་ །_ གཟུགས་ 253
གཏན་ དང་ པོ་ ལ་ ཉེ་ བར་ བསྒྲུབས་ ཏེ་ གནས་ 43
གཏན་ དང་ ཚད་ མེད་ པ་ དང་ །_ གཟུགས་ མེད་ 46
གཏན་ ལ་ ཕབ་ པ །།_།། ༄༅ རྒྱ་ གར་ སྐད་ 41
གཏན་ ལ་ ཕབ་ པ །།_།། ༄༅༅ རྒྱ་ གར་ སྐད་ 69
གཏན་ ལ་ ཕབ་ པ །།_ ༄༅ རྒྱ་ གར་ སྐད་ 59
གཏན་ ལ་ ཕབ་ པ །།_ ༄༅༅ རྒྱ་ གར་ སྐད་ 49
གཏན་ གྱི་ ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དང་ །_ 339
གཏན་ གྱི་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ །_ 346
གཏན་ གྱི་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ གནས་ 129
གཏན་ གྱི་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ 105
གཏན་ གྱི་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ རྣམ་ པར་ 208
གཏན་ གྱི་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ 187
གཏན་ རྣམས་ དང་ །_ ཚད་ མེད་ པ་ རྣམས་ དང་ 172
གཏན་ བཞི་ དང་ །_ ཚད་ མེད་ པ་ བཞི་ དང་ 125
གཏན་ བཞི་ དང་ །_ ཚད་ མྱེད་ པ་ བཞི་ དང་ 54
སྣང་ བ་ དང་ །_ ཀུན་ སྣང་ དང་ བ་ དང་ 46
སྣང་ བ་ དང་ །_ ཆུང་ སྣང་ དང་ །_ ཚད་ 44
སྣང་ བ་ ལ་ ཕྱག་ འཚལ་ ལོ །_། དེ་ བཞིན་ 66
སྣང་ བ་ བྱས་ ཤིང་ མུན་ པ་ བསལ་ ཏེ །_ 45
སྣང་ དང་ བ་ དང་ །_ དགེ་ བ་ དང་ །_ 42
སྣང་ བའི་ སྒོ་ ཡོད་ དོ །_། སྤྲིན་ ཆེན་ སྙིང་ 87
འདུ་ བ་ ལས་ བྱུང་ བའི་ ངོ་ བོ་ ཉིད་ མྱེད་ 95
འདུ་ བར་ བགྱིད་ པ་ འམ །_ ཡངས་ པར་ བགྱིད་ 205
འདུ་ བར་ མྱི་ བྱེད་ ཡངས་ པར་ མྱི་ བྱེད་ དོ 100
འདུ་ བར་ མྱི་ བགྱིད་ ཡངས་ པར་ མྱི་ བགྱིད་ དོ 65
འདུ་ བྱེད་ དང་ །_ རྣམ་ པར་ ཤེས་ པ་ དང་ 79
འདུ་ བྱེད་ དང་ །_ རྣམ་ པར་ ཤེས་ པ་ ལ་ 83
འདུ་ བྱེད་ དང་ །_ རྣམ་ པར་ ཤེས་ པ་ ཡང་ 65
འདུ་ བྱེད་ དང་ ལྡན་ པའི་ རྫུ་ འཕྲུལ་ གྱི་ རྐང་ 47
འདུ་ བྱེད་ ཀྱི་ རྣམ་ པ་ ཐམས་ ཅད་ སྙིལ་ བ་ 42
འདུ་ བྱེད་ རྣམས་ དང་ །_ རྣམ་ པར་ ཤེས་ པའི་ 113
འདུ་ བྱེད་ རྣམས་ དང་ །_ རྣམ་ པར་ ཤེས་ པ་ 689
འདུ་ བྱེད་ རྣམས་ དང་ ། རྣམ་ པར་ ཤེས་ པ་ 143
འདུ་ བྱེད་ རྣམས་ དང །_ རྣམ་ པར་ ཤེས་ པ་ 210
འདུ་ བྱེད་ རྣམ་ པར་ དག་ པ་ དང་ །_ རྣམ་ 55
འདུ་ བྱེད་ རྣམ་ པར་ དག་ པ །_ འདུ་ བྱེད་ 92
འདུ་ བྱེད་ རྣམ་ པར་ དག་ པས །_ རྣམ་ པ་ 54
འདུ་ མ་ བྱས་ པ་ སྟེ །_ དེ་ ཅིའི་ ཕྱིར་ 115
འདུ་ ཤེས་ དང་ །_ འདུ་ བྱེད་ དང་ །_ རྣམ་ 565
འདུ་ ཤེས་ དང་ །_ འདུ་ བྱེད་ རྣམས་ དང་ །_ 825
འདུ་ ཤེས་ དང་ ། འདུ་ བྱེད་ རྣམས་ དང་ ། 160
འདུ་ ཤེས་ དང་ འདུ་ བྱེད་ དང་ །_ རྣམ་ པར་ 165
འདུ་ ཤེས་ དང་ འདུ་ བྱེད་ དང་ རྣམ་ པར་ ཤེས་ 187
འདུ་ ཤེས་ དང་ འདུ་ བྱེད་ རྣམས་ དང་ རྣམ་ པར་ 90
འདུ་ ཤེས་ དང་ ཕྲལ་ ནས །_ སྟོང་ པ་ ཉིད་ 68
འདུ་ ཤེས་ པ་ མྱེད་ ན །_ ཤེས་ རབ་ ཀྱི་ 99
འདུ་ ཤེས་ མེད་ འདུ་ ཤེས་ མེད་ མིན་ སྐྱེ་ མཆེད་ 344
འདུ་ ཤེས་ མེད་ མིན་ སྐྱེ་ མཆེད་ ཀྱི་ སྙོམས་ པར་ 47
འདུ་ ཤེས་ སུ་ མྱི་ འགྱུར་ བ་ ལགས །_ ཇི་ 47
འདུ་ ཤེས་ པས་ གཅོད་ དམ །_ གཅོད་ དུ་ འཇུད་ 49
འདུ་ ཤེས་ རྣམ་ པར་ དག་ པ་ དང་ །_ རྣམ་ 54
འདུ་ ཤེས་ རྣམ་ པར་ དག་ པ །_ འདུ་ ཤེས་ 73
འདུ་ ཤེས་ རྣམ་ པར་ དག་ པས །_ རྣམ་ པ་ 54
འདུ་ ཤེས་ ན་ ཅིར་ འགྱུར་ ལགས །_ ཉེས་ བྱས་ 76
འདུ་ ཤེས་ ན་ ཅིར་ འགྱུར །_ ཉེས་ བྱས་ སོ 53
འདུ་ ཤེས་ ན་ ཉེས་ བྱས་ སུ་ འགྱུར་ རོ །_། 76
འདུ་ ཤེས་ ཏེ་ བྱིན་ གྱིས་ རློབ་ ན །_ དེ་ 106
འདུ་ ཤེས་ ཅན་ དེ་ དག་ གིས་ གསོལ་ བ་ བྱས་ 120
འདུ་ ཤེས་ ཅན་ མཐུན་ པའི་ འདུ་ ཤེས་ ཅན་ དེ་ 108
འདུ་ ཤེས་ བསྒྱུར་ ཅིང་ བཟོད་ པ་ དང་ །_ འདོད་ 82
འདུ་ ཤེས་ དང །_ འདུ་ བྱེད་ རྣམས་ དང །_ 218
འདུ་ ཤེས་ མྱེད་ འདུ་ ཤེས་ མྱེད་ མྱིན་ སྐྱེ་ མཆེད་ 109
འདུ་ བྱ་ བ་ ལ་ སྤྱོད་ དེ །_ དེ་ ནི་ 107
འདུ་ བྱ་ བ་ མེད་ པ་ ལ་ གནས་ མེད་ དོ 96
འདུ་ བྱ་ བ་ མེད་ ཅེས་ བྱ་ བར་ དེ་ མི་ 79
འདུ་ བྱ་ བ་ མྱེད་ ཅེས་ བྱ་ བ་ དང་ །_ 85
འདུ་ བྱ་ བ་ མྱེད་ པས །_ ཤེས་ རབ་ ཀྱི་ 96
འདུ་ མཛད་ པ་ དང་ །_ མངོན་ པར་ འདུ་ མཛད་ 62
འདུ་ མཛད་ པར་ གྱུར་ པ་ དང་ །_ མངོན་ པར་ 59
འདུ་ བགྱི་ བ་ ལ་ སྤྱོད་ པའི་ བྱང་ ཆུབ་ སེམས་ 52
འདུ་ བགྱི་ བ་ ལ་ སྤྱོད་ ཀྱི །_ ཤེས་ རབ་ 92
འདུ་ བགྱི་ བ་ མ་ མཆིས་ པ་ ལ་ བྱང་ ཆུབ་ 48
ཕ་ རོལ་ དང་ །_ གང་ ཟག་ ཕ་ རོལ་ གྱི་ 47
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དང་ །_ ཚུལ་ ཁྲིམས་ 109
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དང་ །_ བརྩོན་ འགྲུས་ 347
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དང་ །_ ཤེས་ རབ་ 266
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དང་ །_ བཟོད་ པའི་ 349
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དང་ །_ སྦྱིན་ པའི་ 77
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དང་ །_ བསམ་ གཏན་ 275
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ཐམས་ ཅད་ དང་ །_ 73
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ བསླབ་ པར་ བྱའོ 72
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ བསླབ་ པར་ བགྱིའོ 44
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ གནས་ ཤིང་ །_ 89
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པའི་ བྱང་ 53
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པའི་ ཚེ 366
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ ཅིང་ །_ 85
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ དོ །_། 86
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ རྣམས་ དང་ །_ སྟོང་ 55
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ རྣམ་ པར་ དག་ པ་ 43
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ཟབ་ མོ་ འདི་ ལ་ 65
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ཟབ་ མོ་ འདི་ འདྲི་ 90
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ རྫོགས་ པར་ 118
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ མངོན་ པར་ བསྒྲུབ་ པར་ 56
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དྲུག་ ཡོངས་ སུ་ རྫོགས་ 42
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ སྟོང་ ཕྲག་ ཉི་ ཤུ་ 57
ཕ་ རོལ་ དུ་ ཕྱིན་ པའོ །_། བཅོམ་ ལྡན་ འདས་ 95
ཕ་ རོལ་ གྱི་ ཡང་ ཆེས་ ཕ་ རོལ་ ན །_ 54
ཕ་ རོལ་ གྱི་ ཡང་ ཆེས་ ཕ་ རོལ་ ན་ དེ་ 64
ཕ་ རོལ་ ན་ རྣམ་ པར་ རྟོག་ པ་ གང་ ཡང་ 214
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ རྣམ་ པར་ སྨིན་ པ་ 51
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ རྣལ་ འབྱོར་ ལ་ སྙོམས་ 54
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ སྟོབས་ ཡོངས་ སུ་ འགྲུབ་ 108
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ གཟུགས་ བརྙན་ ལ་ སྤྱོད་ 108
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ གཟུགས་ བརྙན་ མྱི་ སྟོན་ 95
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ མྱིང་ ཡང་ ཡང་ དག་ 40
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ །_ ཚུལ་ ཁྲིམས་ 217
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ །_ བརྩོན་ འགྲུས་ 352
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ །_ ཤེས་ རབ་ 268
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ །_ ནང་ སྟོང་ 48
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ །_ བཟོད་ པའི་ 362
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ །_ སྦྱིན་ པའི་ 80
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ །_ བསམ་ གཏན་ 298
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ མཐུན་ པའི་ འབྲས་ 521
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ མ་ བྲལ་ བ་ 40
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ བསླབ་ པར་ བྱའོ 397
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ བསླབ་ པར་ བགྱིའོ 168
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ གནས་ པ་ དེ་ 65
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ གནས་ པ །_ 57
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ གནས་ ཏེ །_ 142
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ གནས་ ནས །_ 82
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ གནས་ ཤིང་ །_ 296
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ ནན་ ཏན་ དུ་ 51
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ ཡང་ དག་ པར་ 125
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ མི་ སྤྱོད་ དོ 76
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ དེ་ ལྟར་ སྤྱོད་ 135
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ དེ་ ལྟར་ སློབ་ 54
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ བརྩོན་ ཞེས་ བྱའོ 48
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པའི་ བྱང་ 254
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པའི་ ཚེ 3807
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པ་ དང་ 146
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པ་ ནི 90
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པ་ ཡིན་ 122
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པ་ ནི་ 69
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པ་ ན 85
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པ་ དེ་ 68
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པ་ མ་ 69
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པ །_ 66
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པ ། 80
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ ཅིང་ །_ 230
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ དམ །_ 218
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ དེ །_ 74
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ དོ་ ཞེས་ 112
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ པས །_ 100
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ དོ །_། 1222
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱད་ པར་ བྱའོ 95
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ ཡིད་ ཆེས་ པར་ 124
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ ཡིད་ ཆེས་ པས 216
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྒོམ་ པའོ །_། 59
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ མྱི་ སྤྱོད་ དོ 240
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ གཏིང་ དཔག་ དཀའོ །_། 102
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ གང་ ཡིན་ པ་ དང་ 87
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ གང་ ཡིན་ པ་ དེ་ 177
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ རྒྱ་ ཆེ་ བ་ 97
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ལ་ བརྟེན་ ནས་ 105
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ མཐའ་ ཡས་ པ་ 111
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ནི་ ཆོས་ གང་ 47
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ནི་ བྱང་ ཆུབ་ 41
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ཉིད་ མཉན་ པར་ 40
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ དག་ གཉིས་ སུ་ 102
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ འཛིན་ པ་ དང་ 92
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ དོན་ དང་ ལྡན་ 47
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ལྟར་ སྟོན་ ཏེ 109
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ཚད་ མྱེད་ པ་ 101
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ དཔག་ ཏུ་ མྱེད་ 100
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ནི་ དེ་ བཞིན་ གཤེགས་ 49
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ནི་ ཡོ་ བྱད་ དོ 42
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ རྣམ་ པར་ འཇིག་ པ་ 114
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ རྣམ་ པར་ དག་ པ་ 858
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ རྣམ་ པར་ དག་ པ 96
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ རྣམ་ པར་ དག་ པས 258
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཟབ་ མོ་ འདི་ ལ་ 284
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཟབ་ མོ་ འདི་ ཡི་ 94
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཟབ་ མོ་ འདི་ ཐོས་ 79
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཟབ་ མོ་ འདི་ བསྟན་ 66
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཟབ་ མོ་ འདི་ འདྲི་ 81
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཟབ་ བོ །_། རབ་ 93
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཟབ་ བོ །_། ཤ་ 100
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ རང་ བཞིན་ མ་ མཆིས་ 109
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཉིད་ ཀྱང་ ཡང་ དག་ 58
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡང་ དག་ པར་ རྗེས་ 45
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ ཟིན་ པར་ 48
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ དག་ པ་ 481
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ དག་ པ 191
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ དག་ པའོ 133
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ དག་ པས 88
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ དག་ གོ 46
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ འཛིན་ པ་ 174
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ རྫོགས་ པར་ 728
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྟེ །_ འདི་ དག་ 71
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྟེ །_ ཤེས་ རབ་ 108
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མ་ ཡིན་ ནོ །_། 82
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མ་ མཆིས་ པར་ བལྟའོ 96
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྐྱེ་ བ་ མ་ མཆིས་ 113
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མངོན་ པར་ རྫོགས་ པར་ 127
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མངོན་ པར་ བསྒྲུབ་ པར་ 1028
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལས་ བྱུང་ བ་ ནི 62
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལས་ ཉམས་ པ་ ཡིན་ 43
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལས་ གུད་ ན་ ཡང་ 41
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཚད་ མྱེད་ དོ །_། 204
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ པོ་ ཐམས་ ཅད་ 41
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ པོ་ འདི་ དག་ 63
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ དང་ ལྡན་ པའི་ 44
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ ལ་ སྤྱོད་ པའི་ 47
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ ལ་ སྤྱོད་ པ་ 48
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ ལ་ སྤྱོད་ པས 48
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ ལ་ སྤྱད་ པར་ 72
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ གང་ ཞེ་ ན 329
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ ཡོངས་ སུ་ རྫོགས་ 200
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ ཡོད་ དོ །_། 149
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ གོ །_། དེ་ 297
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དབེན་ པར་ བལྟའོ །_། 104
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དཔག་ ཏུ་ མྱེད་ དོ 107
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཁྲི་ བརྒྱད་ སྟོང་ པ་ 89
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཁྲི་ བརྒྱད་ སྟོང་ པ 58
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ 112
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དངོས་ པོ་ མ་ མཆིས་ 115
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྟོང་ པ་ ཉིད་ དུ་ 109
