༄༅ རྒྱ་ གར་ སྐད་ དུ །_ 319
དགས་ ངན་ སོང་ དང་ །_ ངན་ 83
དགས་ མི་ དམིགས་ པ་ དང་ །_ 70
དགས་ བྱང་ ཆུབ་ སེམས་ དཔའ་ ཡིན་ 99
དགས་ བྱང་ ཆུབ་ སེམས་ དཔའ་ མ་ 80
དགས་ བྱང་ ཆུབ་ སེམས་ དཔར་ འགྱུར་ 171
ནད་ ཐམས་ ཅད་ རབ་ ཏུ་ ཞི་ 133
ནད་ དུ་ ཡིད་ ལ་ བྱའོ །_། 98
ནད་ ཀྱི་ རྐྱེན་ སྨན་ དང་ །_ 40
ནད་ ཀྱིས་ གཟིར་ བ་ དང་ །_ 102
བཞིའི་ དགེ་ སློང་ གི་ དགེ་ འདུན་ 63
བཞིའི་ ལས་ ཀྱིས་ བསྒོ་ བ་ མཛད་ 55
བཞིའི་ རིས་ ཀྱི་ ལྷ་ རྣམས་ དང་ 64
བཞིའི་ རིས་ ཀྱི་ ལྷ་ རྣམས་ ཀྱི་ 72
གཡོ་ ཞིང་ མི་ བརྟན་ པར་ རིག་ 44
སྨྱོས་ པ་ དང་ །_ སེམས་ འཁྲུགས་ 145
ཚོར་ བ་ པོ་ རྣམ་ པར་ དག་ 327
ཚོར་ བ་ པོ་ ཡོངས་ སུ་ དག་ 309
ཚོར་ བ་ དང་ །_ ལུས་ ཀྱི་ 95
ཚོར་ བ་ དང་ །_ ཡིད་ ཀྱི་ 93
ཚོར་ བ་ དང་ །_ འདུ་ ཤེས་ 1483
ཚོར་ བ་ དང་ །_ སྣའི་ འདུས་ 103
ཚོར་ བ་ དང་ །_ ལྕེའི་ འདུས་ 99
ཚོར་ བ་ དང་ །_ སྲེད་ པ་ 65
ཚོར་ བ་ དང་ ། འདུ་ ཤེས་ 169
ཚོར་ བ་ དང་ འདུ་ ཤེས་ དང་ 510
ཚོར་ བ་ གང་ ཡིན་ པ་ དང་ 56
ཚོར་ བ་ རྣམ་ པར་ དག་ པ་ 670
ཚོར་ བ་ རྣམ་ པར་ དག་ པ 546
ཚོར་ བ་ རྣམ་ པར་ དག་ པས 462
ཚོར་ བ་ ཞེས་ བྱ་ བར་ རྣམ་ 69
ཚོར་ བ་ ཡང་ གཞན་ ལ །_ 42
ཚོར་ བ་ དག་ གིས་ ཉེན་ པ་ 139
ཚོར་ བ་ ཡོངས་ སུ་ དག་ པ་ 144
ཚོར་ བ་ ཡོངས་ སུ་ དག་ པ 120
ཚོར་ བ་ ཡོངས་ སུ་ དག་ པས 120
ཚོར་ བ་ བདག་ ཅེས་ བྱ་ བ་ 41
ཚོར་ བ་ རྟག་ ཅེས་ བྱ་ བ་ 46
ཚོར་ བ་ མ་ ཡིན་ ནོ །_། 69
ཚོར་ བ་ ལས་ གུད་ ན་ ཡང་ 47
ཚོར་ བ་ ངོ་ བོ་ ཉིད་ མྱེད་ 48
ཚོར་ བ་ སྟོང་ པ་ ཉིད་ ཀྱི་ 49
ཚོར་ བ་ སྟོང་ ཞེས་ བྱ་ བར་ 43
ཚོར་ བ་ དང །_ འདུ་ ཤེས་ 237
ཚོར་ བ་ བསམ་ གྱིས་ མྱི་ ཁྱབ་ 47
ཚོར་ བའི་ དེ་ བཞིན་ ཉིད་ དང་ 40
ཚོར་ བའི་ དེ་ བཞིན་ ཉིད་ གང་ 49
ཉེན་ པ་ ལ་ ལྟུང་ བ་ མེད་ 136
ཉེན་ ཀོར་ དུ་ ཆོས་ གོས་ དག་ 62
ཉེན་ ཀོར་ གང་ ཞེ་ ན །_ 91
ཉེན་ ཀོར་ ཐ་ དད་ པ་ གང་ 49
ཉེན་ ཀོར་ གཅིག་ པ་ གང་ ཞེ་ 52
སྨྱོན་ པ་ སེམས་ འཁྲུགས་ ན་ བ་ 45
སྨྱོན་ པར་ གྱུར་ དང་ སེམས་ འཁྲུགས་ 42
གླེན་ པ་ དང་ །_ ལྐུགས་ པ་ 77
ལྐུགས་ པ་ དང་ །_ འོན་ པ་ 83
གཉིད་ ལོག་ པ་ དང་ །_ ར་ 40
སྤྲུལ་ པ་ ལ་ རློམ་ སེམས་ སུ་ 113
སྤྲུལ་ པ་ བདག་ གི་ ཞེས་ རློམ་ 104
སྤྲུལ་ པ་ ལྟ་ བུར་ ཤེས་ སོ 52
སྤྲུལ་ པ་ རློམ་ སེམས་ སུ་ མྱི་ 104
སྤྲུལ་ པས་ རློམ་ སེམས་ སུ་ མྱི་ 105
བརྙན་ ལ་ སྤྱོད་ པར་ འགྱུར་ རོ 105
བརྙན་ ལ་ རློམ་ སེམས་ སུ་ མྱི་ 104
བརྙན་ བདག་ གི་ ཞེས་ རློམ་ སེམས་ 104
བརྙན་ ལྟ་ བུ་ དང་ །_ མྱིག་ 52
བརྙན་ གྱིས་ རློམ་ སེམས་ སུ་ མྱི་ 104
བརྙན་ རློམ་ སེམས་ སུ་ མྱི་ བྱེད 103
བརྙན་ མྱི་ སྟོན་ ཏོ །_། ཀཽ་ 90
ཀླག་ པ་ དང་ །_ བྲི་ བ་ 40
མཁན་ མོ་ མིང་ འདི་ ཞེས་ བགྱི་ 46
མཁན་ པོ་ དང་ །_ སློབ་ དཔོན་ 91
མཁན་ པོ་ དང་ སློབ་ དཔོན་ དག་ 42
མཁན་ པོ་ ཛི་ ན་ མི་ ཏྲ་ 168
མཁན་ གྱི་ སློབ་ མ་ མཁས་ པ་ 51
མཁན་ ལས་ རབ་ ཏུ་ བྱུང་ བ་ 57
མཁན་ ལས་ རབ་ ཏུ་ བྱུང་ བའི་ 42
མཁན་ ནམ །_ སྒྱུ་ མ་ མཁན་ 41
མཁན་ ཚེ །_། དེ་ བཞིན་ གཤེགས་ 46
ནིང་ དང་ །_ དགེ་ སློང་ མ་ 66
བསད་ པ་ དང་ །_ དེ་ བཞིན་ 48
བསད་ པ་ དང་ །_ དགྲ་ བཅོམ་ 43
ཁྲག་ དང་ མཆི་ མའི་ རྒྱ་ མཚོ་ 65
ཁྲག་ ཕྱུང་ བ་ དང་ །_ མུ་ 58
ཁྲག་ འཐུང་ ཆེན་ པོའི་ ཞལ་ དུ་ 44
ཁྲག་ འཐུང་ མངོན་ པར་ འབྱུང་ བ་ 45
ཁྲག་ ཁྲིག་ བརྒྱ་ ཕྲག་ སྟོང་ གི་ 65
ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ དུ་ མ་ 115
ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ མང་ པོ་ 97
ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ གྲངས་ མེད་ 68
ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ ཕྲག་ དུ་ 149
ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ ཕྲག་ མང་ 66
ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ ཕྲག་ བརྒྱད་ 66
ཁྲག་ ཁྲིག་ འབུམ་ ཕྲག་ དུ་ མ་ 109
ཁྲག་ ཁྲིག་ འབུམ་ ཕྲག་ མང་ པོ་ 45
སྟེགས་ ཅན་ དང་ །_ མུ་ སྟེགས་ 72
སྟེགས་ ཅན་ དུ་ སོང་ བ་ དང་ 61
སྟེགས་ ཅན་ སྤྱོད་ པ་ པ་ དང་ 48
དཀའོ །_། ཤ་ ར་ དྭ་ ཏིའི་ 102
རི་ རབ་ ལ་ ཕྱག་ འཚལ་ ལོ 50
རི་ མི་ ཏ་ ཨཱ་ ཡུར་ ཛྙཱ་ 61
རི་ བོ་ འགྲོ་ བ་ ལྟ་ བུ་ 44
རི་ དགས་ ཀྱི་ རྒྱལ་ པོ་ སེང་ 57
རི་ དགས་ འཛིན་ གྱི་ མ་ ས་ 48
རི་ དགས་ འཛིན་ གྱི་ བུ་ ནག་ 55
རི་ བཱ་ རེ་ སྭཱ་ ཧཱ །_ 89
རི་ མོར་ བྱའོ །_། མཆོད་ པར་ 42
རི་ མོར་ བྱས །_ མཆོད་ པ་ 112
རི་ མོར་ བྱེད །_ མཆོད་ པར་ 43
རི་ ཤུདྡྷ་ དྷརྨྨ་ ཏེ་ ག་ ག་ 82
བཟོ་ སྦྱངས་ གཟུགས་ ཅན་ སྙིང་ པོ་ 112
བཟོ་ སྦྱངས་ གཟུགས་ ཅན་ སྙིང་ པོས་ 47
རྗོད་ པ་ ཡིན །_ སེམས་ ཅན་ 55
རྗོད་ པར་ བྱེད་ དོ །_། དེ་ 73
རྗོད་ ཅིང་ མཐུན་ པས་ དགའ་ བར་ 90
རྗོད་ ཅིང་ རྗེས་ སུ་ དགའ་ བར་ 125
རྗོད་ དེ །_ སུ་ ལ་ བསྟན་ 93
དང །_ སངས་ རྒྱས་ ཀྱི་ ཆོས་ 40
དང །_ རྣམ་ པར་ ཤེས་ པ་ 239
དང །_ རང་ སངས་ རྒྱས་ ཀྱི་ 61
དང །_ དེ་ བཞིན་ གཤེགས་ པ་ 97
དང །_ མ་ འོངས་ པ་ དང 62
དང །_ བཅོམ་ ལྡན་ འདས་ ལ་ 47
དང །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 205
དང །_ ཚེ་ དང་ ལྡན་ པ་ 90
དང །_ བྱང་ ཆུབ་ སེམས་ དཔའ་ 108
དང །_ བྱང་ ཆུབ་ སེམས་ དཔའི་ 45
དང །_ གཞན་ ཡང་ དེ་ ལྟ་ 47
དང །_ གཞན་ ཡང་ རྨི་ ལམ་ 41
དང །_ སེམས་ ཅན་ ཐམས་ ཅད་ 44
དང །_ རྩོད་ པ་ དང །_ 40
དང །_ འདུ་ བྱེད་ རྣམས་ དང 218
དང །_ འདུ་ ཤེས་ དང །_ 230
དང །_ མཚང་ འདྲུ་ བ་ དང 60
དང །_ ད་ ལྟར་ བྱུང་ བའི་ 46
དང །_ ཀློག་ པ་ དང །_ 45
དང །_ ཚོར་ བ་ དང །_ 75
ནའོ །_། གང་ གི་ ཚེ་ བཅོམ་ 41
ནའོ །_། དེ་ ནས་ སྦོམ་ དགའ་ 45
ནའོ །_། ལྟུང་ བྱེད་ དོ་ ཞེས་ 103
མོའམ །_ དགེ་ སློང་ ངམ །_ 41
འགོག་ པའི་ སྙོམས་ པར་ འཇུག་ པ་ 126
འགོག་ པ་ དང་ །_ ལམ་ ཡང་ 50
འགོག་ པ་ ལ་ གནས་ པ །_ 62
འགོག་ པ་ འཕགས་ པའི་ བདེན་ པ་ 52
འགོག་ པ་ ཤེས་ པ་ དང་ །_ 65
འགོག་ པ་ ཤེས་ པ་ འདི་ ལྟར་ 50
འགོག་ པ་ ཤེས་ པ་ ཡང་ དག་ 88
འགོག་ པ་ ཤེས་ པ་ དེ་ ལ་ 57
འགོག་ པ་ ཤེས་ པ་ ཇི་ སྙེད་ 43
འགོག་ པར་ འགྲོ་ བའི་ ལམ་ འཕགས་ 51
འགོག་ པར་ འགྱུར་ བའི་ ལམ་ ཤེས་ 399
ཤཱཀྱའི་ སྲས་ ཀྱི་ དགེ་ སྦྱོང་ རྣམས་ 46
སྲས་ རྣམས་ ལ །_། སངས་ རྒྱས་ 47
སྲས་ དེ་ བཞིན་ དུ་ དེ་ བཞིན་ 42
སྲས་ དག _། འདི་ ནི་ བྱང་ 40
སྲས་ བྱང་ ཆུབ་ སེམས་ དཔའ་ རྣམས་ 55
སྲས་ གཞན་ ཡང་ བྱང་ ཆུབ་ སེམས་ 122
སྲས་ བཅུ་ པོ་ འདི་ དག་ ནི་ 212
སྲས་ བཅུ་ པོ་ དེ་ དག་ ནི་ 215
དཔེར་ ན །_ རྒྱ་ མཚོ་ ཆེན་ 47
དཔེར་ ན །_ དེ་ བཞིན་ གཤེགས་ 186
དཔེར་ ན །_ ནམ་ མཁའ་ ལ་ 58
དཔེར་ ན །_ ནམ་ མཁའ་ ནི་ 73
དཔེར་ ན །_ ནམ་ མཁའ་ དཔག་ 104
དཔེར་ ན །_ ནམ་ མཁའི་ ཚད་ 109
དཔེར་ ན །_ རྨི་ ལམ་ ན་ 42
དཔེར་ ན །_ སྒྱུ་ མའི་ སྐྱེས་ 214
དཔེར་ ན་ རྒྱ་ མཚོ་ ཆེན་ པོ་ 52
དཔེར་ ན་ འཁོར་ ལོས་ སྒྱུར་ བའི་ 60
དཔེར་ ན་ མི་ ལ་ ལ་ ཞིག་ 70
དཔེར་ ན་ ནམ་ མཁའ་ ལ་ ནི་ 106
གཞོལ་ བའི་ བསམ་ པས །_ བྱང་ 40
འཇུད་ པ་ ལ་ ཉེས་ བྱས་ སུ་ 50
འཇུད་ ན་ དེ་ སྒྱུར་ དུ་ འཇུད་ 49
འཇུད་ ན་ ལྟུང་ བྱེད་ དུ་ འགྱུར་ 52
འཇུད་ ན་ ཉེས་ བྱས་ སུ་ འགྱུར་ 68
སྦོམ་ པོར་ འགྱུར་ རོ །_། འདི་ 48
སྦོམ་ པོར་ འགྱུར་ རོ །_། དགེ་ 107
སྦོམ་ པོར་ འགྱུར་ རོ །_། མི་ 43
སྦོམ་ པོར་ འགྱུར་ རོ །_། བཙུན་ 221
སྦོམ་ པོར་ འགྱུར་ རོ །_། གལ་ 60
གསང་ བ་ པའི་ བདག་ པོ་ ཕྱག་ 86
གསང་ བ་ པའི་ བདག་ པོ་ དེ་ 101
གསང་ བ་ པའི་ བདག་ པོ་ གཞན་ 47
གསང་ བ་ པའི་ བདག་ པོ་ ལག་ 305
གསང་ བ་ པའི་ བདག་ པོས་ སྨྲས་ 53
གསང་ བ་ མཆོག་ གི་ བདག་ པོ་ 73
གསང་ བ་ མཆོག་ གི་ བདག་ པོས་ 43
གསང་ བ་ འདུས་ པ་ རྣལ་ འབྱོར་ 56
གསང་ བ་ གསང་ བ་ འདུས་ པ་ 72
གསང་ བའི་ སྙིང་ པོ་ དེ་ ཁོ་ 92
གསང་ སྔགས་ ཀྱི་ གཞི་ འདི་ དག་ 140
གསང་ སྔགས་ ཀྱི་ ཚིག་ འདི་ དག་ 89
གསང་ སྔགས་ ཀྱི་ ཚིག་ ནི་ འདི་ 40
གསང་ སྔགས་ ལ །_ ན་ མཿས་ 63
སྔགས་ སོ །_། ན་ མཿསརྦ་ ཏ་ 187
སྔགས་ སོ །_། ཨོཾ་ ཨ་ མོ་ 42
སྔགས་ དང་ །_ སྲུང་ བ་ དང་ 44
སྔགས་ ཀྱི་ རྒྱལ་ མོ་ ཆེན་ མོ་ 122
སྔགས་ ཀྱི་ རྒྱལ་ མོ་ རྨ་ བྱ་ 86
སྔགས་ ཀྱི་ རྒྱལ་ པོ་ ཆེན་ པོ་ 63
སྔགས་ ཀྱི་ ཚིག་ ནི་ འདི་ དག་ 40
སྔགས་ ལ །_ ན་ མཿས་ མནྟ་ 65
སྔགས་ ལ །_ ན་ མཿསརྦ་ ཏ་ 49
སྔགས་ འདོན་ པ་ དང་ །_ སྡུག་ 372
སྔགས་ རལ་ གྲིས་ གཅད་ དོ །_། 71
སྔགས་ གཅད་ དོ །_། ཕུར་ བུས་ 67
གྱ་ ནོམ་ སྣང་ བ་ དང་ །_ 65
གྱ་ ནོམ་ སྣང་ བའི་ ལྷ་ རྣམས་ 48
ཐུན་ མོང་ དུ་ བྱས་ ཏེ །_ 65
ཐུན་ མོང་ དུ་ བྱས་ ཤིང་ །_ 53
ཐུན་ མོང་ ཡིན་ ཞེ་ ན །_ 49
བྱི་ རུ་ དང་ །_ གསེར་ དང་ 42
ལོས་ སྒྱུར་ བའི་ རྒྱལ་ པོར་ གྱུར་ 69
ལོས་ སྒྱུར་ བའི་ རྒྱལ་ པོར་ འགྱུར་ 108
ལོས་ སྒྱུར་ བའི་ རྒྱལ་ པོར་ ལུང་ 69
ལོས་ སྒྱུར་ བར་ འགྱུར་ རོ །_། 53
ལྷུར་ ལེན་ པ་ མ་ ཡིན །_ 123
དགྱེས་ པ་ ལ་ ཕྱག་ འཚལ་ ལོ 53
བསྐྱེད་ པའི་ དགེ་ བའི་ རྩ་ བ་ 43
བསྐྱེད་ པའི་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 92
བསྐྱེད་ པ་ ནས་ བཟུང་ སྟེ །_ 58
བསྐྱེད་ པ་ ནས་ ཉེ་ བར་ བཟུང་ 212
བསྐྱེད་ པ་ ལས་ བསྐྱེད་ པར་ བྱ 41
བསྐྱེད་ པ །_ ཡོངས་ སུ་ བསྒྲུབས་ 64
བསྐྱེད་ ཟིན་ པ་ ལས་ ཡོངས་ སུ་ 42
བསྐྱེད་ པར་ བྱ །_ སུ་ ནི་ 43
བསྐྱེད་ མ་ ཐག་ ཏུ་ ཆོས་ ཀྱི་ 61
བསྐྱེད་ པས །_ དེ་ མྱི་ དམྱིགས་ 77
བསྐྱེད་ དོ །_། དེ་ བཞིན་ གཤེགས་ 267
བསྐྱེད་ དོ །_། ཁ་ ཅིག་ གིས་ 64
ཕས་ ཀྱི་ རྒོལ་ བ་ ཐམས་ ཅད་ 128
ཕས་ ཕམ་ པར་ འགྱུར་ རོ །_། 49
ཕས་ ཀྱང་ མ་ བགྱིས །_ མས་ 49
སིལ་ སྙན་ དང་ །_ ཕེག་ རྡོབ་ 64
སིལ་ སྙན་ ཡན་ ལག་ ལྔ་ དང་ 75
སིལ་ སྙན་ སྣ་ ཚོགས་ ཀྱིས་ རིམ་ 77
འགོད་ དོ །_། ཇི་ ལྟར་ བདག་ 51
བསམ་ པ་ དང་ །_ ལྷག་ པའི་ 41
བསམ་ པ་ དང་ །_ བག་ ལ་ 146
བསམ་ པ་ དང་ བག་ ལ་ ཉལ་ 56
བསམ་ པ་ དང་ དཔག་ པ་ དང་ 330
བསམ་ པ་ ཐམས་ ཅད་ ཡོངས་ སུ་ 161
བསམ་ པ་ ཕུན་ སུམ་ ཚོགས་ པ་ 83
བསམ་ པ་ ཡོངས་ སུ་ རྫོགས་ པར་ 131
བསམ་ པ་ ཇི་ ལྟ་ བ་ བཞིན་ 195
བསམ་ པ་ ཐུགས་ སུ་ ཆུད་ ནས་ 43
བསམ་ གྱིས་ མི་ ཁྱབ་ པའི་ ཆོས་ 50
བསམ་ གྱིས་ མི་ ཁྱབ་ པའི་ ཕྱིར་ 43
བསམ་ གྱིས་ མི་ ཁྱབ་ པའི་ ཏིང་ 48
བསམ་ གྱིས་ མི་ ཁྱབ་ པའི་ དབྱིངས་ 265
བསམ་ གྱིས་ མི་ ཁྱབ་ པ་ དང་ 521
བསམ་ གྱིས་ མི་ ཁྱབ་ པ་ ལ་ 155
བསམ་ གྱིས་ མི་ ཁྱབ་ པ་ ཉིད་ 48
བསམ་ གྱིས་ མི་ ཁྱབ་ པ་ ཞེས་ 66
བསམ་ གྱིས་ མི་ ཁྱབ་ པ་ དག་ 47
བསམ་ གྱིས་ མི་ ཁྱབ་ པ་ དེ་ 54
བསམ་ གྱིས་ མི་ ཁྱབ་ པ་ ཡོངས་ 49
བསམ་ གྱིས་ མི་ ཁྱབ་ པ་ བསྟན་ 58
བསམ་ གྱིས་ མི་ ཁྱབ་ པ །_། 71
བསམ་ གྱིས་ མི་ ཁྱབ་ པ །_ 119
བསམ་ གྱིས་ མི་ ཁྱབ་ པའི །_། 41
བསམ་ གྱིས་ མི་ ཁྱབ་ སྟེ །_ 73
བསམ་ གྱིས་ མི་ ཁྱབ་ བོ །_། 179
བསམ་ གྱིས་ མི་ ཁྱབ་ པའོ །_། 47
བསམ་ གྱིས་ མི་ ཁྱབ །_ མཚུངས་ 56
བསམ་ གྱིས་ མི་ ཁྱབ །_ གཞལ་ 43
བསམ་ གྱིས་ མྱི་ ཁྱབ་ པའི་ སླད་ 104
བསམ་ གྱིས་ མྱི་ ཁྱབ་ པའི་ ཕྱིར 99
བསམ་ གྱིས་ མྱི་ ཁྱབ་ པའི་ དབྱིངས་ 157
བསམ་ གྱིས་ མྱི་ ཁྱབ་ པ་ བསྟན་ 102
བསམ་ གྱིས་ མྱི་ ཁྱབ་ པར་ བལྟའོ 103
བསམ་ གྱིས་ མྱི་ ཁྱབ་ བོ །_། 100
བསམ་ གྱིས་ མྱི་ ཁྱབ་ ཅེས་ བྱ་ 213
བསམ་ གྱིས་ མྱི་ ཁྱབ་ དཔག་ ཏུ་ 538
བསམ་ པས །_ བྱང་ ཆུབ་ སེམས་ 40
བསམ་ གཏན་ དང་ །_ རྣམ་ པར་ 150
བསམ་ གཏན་ དང་ །_ ཤེས་ རབ་ 176
བསམ་ གཏན་ དང་ །_ ཚད་ མེད་ 280
བསམ་ གཏན་ དང་ །_ ཏིང་ ངེ་ 64
བསམ་ གཏན་ དང་ པོ་ ལ་ ཉེ་ 44
བསམ་ གཏན་ དང་ པོ་ ལ་ སྙོམས་ 88
བསམ་ གཏན་ དང་ ཚད་ མེད་ པ་ 69
བསམ་ གཏན་ ལ་ སྙོམས་ པར་ འཇུག་ 72
བསམ་ གཏན་ གསུམ་ པ་ ལ་ སྙོམས་ 42
བསམ་ གཏན་ གང་ ཡིན་ པ་ དེ་ 59
བསམ་ གཏན་ གྱི་ ཕ་ རོལ་ དུ་ 483
བསམ་ གཏན་ གྱི་ ཕ་ རོལ་ ཏུ་ 2481
བསམ་ གཏན་ རྣམས་ དང་ །_ ཚད་ 182
བསམ་ གཏན་ རྣམས་ སམ །_ ཚད་ 40
བསམ་ གཏན་ རྣམ་ པར་ དག་ པ་ 73
བསམ་ གཏན་ རྣམ་ པར་ དག་ པས 41
བསམ་ གཏན་ གཉིས་ པ་ དང་ །_ 48
བསམ་ གཏན་ གཉིས་ པ་ ལ་ སྙོམས་ 40
བསམ་ གཏན་ དག་ ལ་ སྙོམས་ པར་ 62
བསམ་ གཏན་ བཞི་ དང་ །_ ཚད་ 180
བསམ་ གཏན་ བཞི་ པ་ ལ་ སྙོམས་ 56
བསམ་ གཏན་ སྒོམ་ པ་ དང་ །_ 66
བགྱིའོ །_། དེ་ སྐད་ ཅེས་ གསོལ་ 43
བགྱིའོ །_། དེ་ ནས་ བཅོམ་ ལྡན་ 115
བགྱིའོ །_། དེ་ ནས་ རིག་ སྔགས་ 40
བགྱིའོ །_། དེ་ ཅིའི་ སླད་ དུ་ 149
བགྱིའོ །_། བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 145
བགྱིའོ །_། བཅོམ་ ལྡན་ འདས་ གཞན་ 69
བགྱིའོ །_། བཅོམ་ ལྡན་ འདས་ གལ་ 64
བགྱིའོ །_། བྱང་ ཆུབ་ སེམས་ དཔའ་ 79
བགྱིའོ །_། བཙུན་ པ་ བཅོམ་ ལྡན་ 58
མཆིའོ །_། བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 42
སྙེད་ པ་ ཉིད་ ནི་ མིང་ ཙམ་ 190
སྙེད་ པ་ ཉིད་ ཀྱང་ མིང་ ཙམ་ 179
སྙེད་ པ་ དེ་ དག་ ཐམས་ ཅད་ 274
སྙེད་ པ་ དེ་ དག་ ལ་ འདི་ 71
སྙེད་ པ་ དེ་ དག་ རིགས་ ཀྱི་ 58
སྙེད་ པ་ དེ་ སྙེད་ ཀྱི་ སེམས་ 53
སྙེད་ ཀྱི་ འཇིག་ རྟེན་ གྱི་ ཁམས་ 281
སྙེད་ ཀྱི་ སངས་ རྒྱས་ ཀྱི་ ཞིང་ 65
སྙེད་ ཀྱི་ དེ་ བཞིན་ གཤེགས་ པ་ 83
སྙེད་ ཀྱི་ སེམས་ ཅན་ དག་ ནི་ 48
སྙེད་ འདས་ པ་ ན །_ འཇིག་ 107
སྙེད་ འདས་ པ་ ན་ འཇིག་ རྟེན་ 76
སྙེད་ དག་ ན །_ སངས་ རྒྱས་ 135
སྙེད་ དག་ ན །_ བྱང་ ཆུབ་ 82
སྙེད་ དག་ ན །_ སེམས་ ཅན་ 68
སྙེད་ ཡོད་ པ་ དེ་ དག་ ཐམས་ 205
སྙེད་ ཅིག་ བཞུགས་ ཤིང་ འཚོ་ སྐྱོང་ 111
སྙེད་ ཅིག་ ནི་ དགོད་ པར་ མྱི་ 52
སྙེད་ ཅིག་ མངོན་ པར་ འདུ་ མཛད་ 60
སྙེད་ ཅིག་ ཡོད་ པ་ དང་ །_ 48
སྙེད་ ཅིག་ ཡོད་ པ་ དེ་ དག་ 255
སྙེད་ ཅིག་ བརྗོད་ པར་ བགྱི་ སྟེ 63
རག་ ལུས་ པ་ ཉིད་ དང་ །_ 112
ནོངས་ པར་ མི་ འགྱུར་ བ་ མཆིས་ 72
མཆི་ ན །_ བཅོམ་ ལྡན་ འདས་ 62
མཆི་ ན་ ཅིར་ འགྱུར་ ལགས །_ 49
མཆི་ མའི་ རྒྱ་ མཚོ་ ནི་ བསྐམས 52
དྲིལ་ བུ་ གཡེར་ ཀའི་ དྲ་ བ་ 74
ཤོ་ གམ་ སྦྱིན་ པར་ བྱ །_། 88
ཤོ་ གམ་ སྦྱིན་ གྱིས་ ཆོས་ ཁུ་ 89
སྤྲོ་ བ་ འཕྲོ་ བར་ མྱི་ བྱེད་ 320
སྤྲོ་ ལགས་ སོ །_། བྱང་ ཆུབ་ 53
བསྡོགས་ ལས་ ཉེས་ པ་ སྦོམ་ པོར་ 40
བསྡོགས་ ལས་ འགལ་ ཚབས་ ཅན་ དུ་ 89
བཀྲ་ བ །_ བལྟ་ ན་ སྡུག་ 47
བཀྲ་ ཤིས་ དེས་ ནི་ སྐྱེ་ དགུ་ 44
ཤིས་ དེས་ ནི་ སྐྱེ་ དགུ་ རྣམས་ 43
རྔ་ སྐད་ ཡན་ ལག་ ལྔ་ དང་ 53
འཚོང་ ཚེ །_། དེ་ བཞིན་ གཤེགས་ 53
ཀཱར་ ཥཱ་ པ་ ཎ་ ལྔ་ བརྒྱ་ 69
ཎ་ ཡེ །_ མ་ ཧཱ་ ཡཀྵ་ 46
ཎ་ སཱི་ ན་ དྲང་ སྲོང་ སྨྲ་ 56
ཕལ་ པོ་ ཆེ་ ཐེག་ པ་ ཆེན་ 45
བྱུག་ པ་ དང་ །_ ཕྱེ་ མ་ 338
བྱུག་ པ་ དང་ ཕྱེ་ མ་ དང་ 54
ཞིམ་ པོ་ འཐུང་ །_། འདུག་ ཅིག་ 89
བསྐོར་ བ་ བྱས་ ཏེ །_ བཅོམ་ 80
བསྐོར་ བ་ བྱས་ ནས །_ བཅོམ་ 84
བསྐོར་ བ་ བྱས་ ནས་ བཅོམ་ ལྡན་ 71
བསྐོར་ བ་ བྱས་ ནས་ ཕྱོགས་ གཅིག་ 82
བསྐོར་ ཅིང་ མདུན་ དུ་ བདར་ ཏེ 76
བསྐོར་ ཅིང་ མདུན་ དུ་ བདར་ ནས་ 48
བསྐོར་ ཅིང་ མདུན་ གྱིས་ བལྟས་ ནས་ 43
བརྩམས་ པ་ དང་ །_ ཇི་ ཙམ་ 51
རེད་ ན་ ཅིར་ འགྱུར་ ལགས །_ 56
ཉིན་ དུས་ གསུམ་ མཚན་ དུས་ གསུམ་ 54
ཉིན་ ལན་ གསུམ་ མཚན་ ལན་ གསུམ་ 74
ཉིན་ ཞག་ སོ་ སོའི་ དུས་ སུ་ 42
ཉིན་ ཞག་ གཅིག་ སྨྱུང་ བ་ བགྱིས་ 65
ཉིན་ མཚན་ དུ་ སྨྱུང་ བར་ གནས་ 53
གཟོད་ མ་ ནས་ མ་ སྐྱེས་ པའི་ 60
ཡལ་ ག་ དང་ །_ ལོ་ མ་ 55
མཆིས །_། བཅོམ་ ལྡན་ འདས་ བྱང་ 98
མཆིས །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 102
མཆིས །_ བརྗོད་ དུ་ མ་ མཆིས་ 55
མཆིས །_ གྲངས་ མ་ མཆིས །_ 44
མཆིས །_ བསམ་ གྱིས་ མི་ ཁྱབ 41
མཆིས །_ རྟགས་ མ་ མཆིས །_ 53
སྩོལ་ ན་ ཅིར་ འགྱུར་ ལགས །_ 66
