༄༅ རྒྱ་ གར་ སྐད་ དུ །_ ཨཱརྱ་ 185
འདུ་ ཤེས་ ཏེ་ བྱིན་ གྱིས་ རློབ་ ན 106
འདུ་ ཤེས་ ཏེ་ བྱིན་ གྱིས་ རློབ་ པས 104
འདུ་ ཤེས་ ཅན་ དེ་ དག་ གིས་ གསོལ་ 120
འདུ་ ཤེས་ ཅན་ མཐུན་ པའི་ འདུ་ ཤེས་ 108
འདུ་ ཤེས་ བསྒྱུར་ ཅིང་ བཟོད་ པ་ དང་ 82
འདུ་ ཤེས་ དང །_ འདུ་ བྱེད་ རྣམས་ 220
འདུ་ ཤེས་ མྱེད་ འདུ་ ཤེས་ མྱེད་ མྱིན་ 110
འདུ་ ཤེས་ མྱེད་ མྱིན་ སྐྱེ་ མཆེད་ ཀྱི་ 61
འདུ་ བྱ་ བ་ ལ་ སྤྱོད་ དེ །_ 107
འདུ་ བྱ་ བ་ མེད་ པ་ དང་ །_ 50
འདུ་ བྱ་ བ་ མེད་ པ་ ལ་ གནས་ 99
འདུ་ བྱ་ བ་ མེད་ ཅེས་ བྱ་ བར་ 96
འདུ་ བྱ་ བ་ མྱེད་ ཅེས་ བྱ་ བ་ 86
འདུ་ བྱ་ བ་ མྱེད་ པས །_ ཤེས་ 96
འདུ་ མཛད་ པ་ དང་ །_ མངོན་ པར་ 62
འདུ་ མཛད་ པར་ གྱུར་ པ་ དང་ །_ 60
འདུ་ མཛད་ པར་ འགྱུར་ བ་ དང་ །_ 60
འདུ་ བགྱི་ བ་ ལ་ སྤྱོད་ པའི་ བྱང་ 52
འདུ་ བགྱི་ བ་ ལ་ སྤྱོད་ ཀྱི །_ 93
འདུ་ བགྱི་ བ་ མ་ མཆིས་ པ་ ལ་ 52
ཕ་ རོལ་ དང་ །_ གང་ ཟག་ ཕ་ 56
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དང་ །_ 1485
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ཐམས་ ཅད་ 109
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ བསླབ་ 126
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ གནས་ 142
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ མི་ 55
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ དེ་ 42
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ 862
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ལ་ སྤྱད་ 46
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ འདི་ ལ་ 62
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ འདི་ ནི་ 187
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ འདི་ ཉིད་ 54
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ རྣམས་ དང་ 61
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ རྣམ་ པར་ 97
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ཟབ་ མོ་ 350
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ཞེས་ བྱ་ 44
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ 237
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ མངོན་ པར་ 69
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དྲུག་ པོ་ 46
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དྲུག་ ལ་ 117
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ དྲུག་ ཡོངས་ 46
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ སྟོང་ ཕྲག་ 57
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ བསྒོམ་ པ་ 87
ཕ་ རོལ་ དུ་ ཕྱིན་ པ་ བསྒོམ་ པའོ 57
ཕ་ རོལ་ དུ་ ཕྱིན་ པས་ ཡོངས་ སུ་ 61
ཕ་ རོལ་ དུ་ ཕྱིན་ པའོ །_། བཅོམ་ 95
ཕ་ རོལ་ གང་ ཡིན་ པ་ དེ་ ནི 90
ཕ་ རོལ་ གང་ ཡིན་ པ་ དེ་ ནི་ 46
ཕ་ རོལ་ གྱི་ ཡང་ ཆེས་ ཕ་ རོལ་ 217
ཕ་ རོལ་ ན་ རྣམ་ པར་ རྟོག་ པ་ 220
ཕ་ རོལ་ ན་ དེ་ བཞིན་ གཤེགས་ པ་ 68
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ འཇིག་ རྟེན་ 42
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ ཆོས་ ཉིད་ 68
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ བར་ དུ་ 67
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ ཚུལ་ འདི་ 61
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ རྣམ་ པར་ 98
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ རང་ བཞིན་ 96
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ དེ་ བཞིན་ 208
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ སྐྱེ་ བ་ 41
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ རྣལ་ འབྱོར་ 82
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ དོན་ ནོ 56
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ སྤྱོད་ པ་ 51
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ ངོ་ བོ་ 68
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ སྟོབས་ ཡོངས་ 110
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ སྟོང་ པ་ 47
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ གཟུགས་ བརྙན་ 240
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ སྒོའོ །_། 51
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ མྱིང་ ཡང་ 44
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ །_ 1867
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ ཐབས་ 63
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ མཐུན་ 529
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ མ་ 91
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ ལྡན་ 160
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ བྲལ་ 119
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང་ ། 116
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཐམས་ ཅད་ 178
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ བསླབ་ 628
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ གནས་ 898
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ རྣམ་ 47
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ ནན་ 70
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ ཡང་ 192
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ མི་ 115
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ དེ་ 234
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ བརྩོན་ 182
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ མ་ 44
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ མངོན་ 62
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱོད་ 7775
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ བསླབས་ 46
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྤྱད་ 253
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ ཡིད་ 353
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སློབ་ 132
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ བརྟེན་ 44
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ སྒོམ་ 97
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལ་ མྱི་ 309
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འཇིག་ རྟེན་ 65
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྡུག་ བསྔལ་ 49
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ གཏིང་ དཔག་ 116
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ གང་ ཡིན་ 267
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ནི །_ 236
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ རྒྱ་ 99
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ལ་ 392
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ མཐའ་ 134
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ནི་ 737
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ཉིད་ 300
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ཡང་ 44
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ དག་ 112
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ འཛིན་ 138
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ དོན་ 71
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ལས་ 109
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ལྟར་ 127
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ ཚད་ 103
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འདི་ དཔག་ 103
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡིན་ ནོ 57
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ནི་ ཆོས་ 69
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ནི་ ཤིན་ 45
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ནི་ དེ་ 63
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ནི་ མ་ 41
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ནི་ ཡོ་ 42
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ རྣམས་ དང་ 64
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ རྣམས་ ལ་ 41
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ རྣམ་ པར་ 1425
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཟབ་ མོ་ 1101
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཟབ་ བོ 222
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ རང་ བཞིན་ 171
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཉིད་ ཀྱང་ 158
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཞེས་ བྱའོ 70
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཞེས་ བྱ་ 185
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཞེས་ བགྱི་ 45
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡང་ དག་ 102
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡང་ གཞན་ 66
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མི་ དམིགས་ 42
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཤིན་ ཏུ་ 102
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དེ་ ཡང་ 41
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡོངས་ སུ་ 2286
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ བདག་ ཅེས་ 42
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ རྟག་ ཅེས་ 46
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྟེ །_ 277
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ བསྟན་ པ་ 100
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མ་ ཡིན་ 153
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མ་ ཡིན 644
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མ་ མཆིས་ 129
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྐྱེ་ བ་ 147
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཞི་ ཞེས་ 48
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མངོན་ པར་ 1231
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡོད་ དོ 121
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལས་ བྱུང་ 94
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལས་ ཉམས་ 55
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལས་ གུད་ 50
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ལྔ་ པོ་ 80
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ངོ་ བོ་ 47
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཚད་ མྱེད་ 229
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ པོ་ 252
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ དང་ 154
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ ལ་ 440
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ གི་ 68
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ གང་ 331
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ ནི་ 52
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ ཡོངས་ 210
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ ཀྱང་ 43
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ ཡོད་ 149
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དྲུག་ གོ 391
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དབེན་ པའི་ 44
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དབེན་ པར་ 110
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དབེན་ པའོ 110
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཡིད་ ལ་ 54
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ འམ །_ 105
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མཚན་ མ་ 59
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དཔག་ ཏུ་ 127
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཁྲི་ བརྒྱད་ 147
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཕ་ རོལ་ 112
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དངོས་ པོ་ 172
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ བརྒྱད་ སྟོང་ 64
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མུ་ མེད་ 64
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྟོང་ པ་ 239
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྟོང་ ཞེས་ 49
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྟོང་ ཕྲག་ 384
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ དང །_ 47
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ བསམ་ གྱིས་ 153
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ ཟུང་ ཤིག 58
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྨོན་ པ་ 51
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྒོམས་ ཤིག 119
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ བསྒོམ་ པ་ 785
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ བསྒོམ་ པའོ 167
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ སྒོམ་ པ་ 102
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མྱེད་ པ་ 45
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ མྱེད་ དོ 628
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པས་ ཡོངས་ སུ་ 313
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པས་ སེམས་ ཅན་ 59
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའོ །_། གང་ 58
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའོ །_། འདི་ 83
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའོ །_། རབ་ 102
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའོ །_། དེ་ 60
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའོ །_། བཅོམ་ 163
ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའོ །_། ཚེ་ 47
ཕ་ རོལ་ ཏུ་ ཕྱིནད་ པ་ དང་ །_ 73
ཕ་ རོལད་ ཏུ་ ཕྱིནད་ པ་ སྟོང་ ཕྲག་ 66
ཟས་ དང་ །_ མལ་ ཆ་ དང་ །_ 72
ཟས་ དང་ །_ གཟིམས་ ཆ་ དང་ །_ 131
ཟས་ སྦྱིན་ གྱི་ ཀུན་ དགའ་ ར་ བ་ 744
སྦྱོར་ བ་ དང་ རྗེས་ སུ་ སྦྱོར་ བ་ 47
སྦྱོར་ བ་ ཡིན་ ནོ །_། རབ་ འབྱོར་ 44
སྦྱོར་ བ་ ཡིན་ ཞེ་ ན །_ རབ་ 72
སྦྱོར་ བ་ ཞེས་ བྱ་ བའི་ ཆོས་ སྣང་ 88
སྦྱོར་ བ་ ཡོངས་ སུ་ ཟད་ པ །_ 50
སྦྱོར་ བ་ འམ་ འབྱེད་ པ་ ལྟ་ ག་ 98
སྦྱོར་ བ་ སྔ་ མ་ དེ་ ཉིད་ ཀྱིས་ 54
སྦྱོར་ བ་ བགྱིས་ ལ །_ བསྙེན་ པར་ 40
སྦྱོར་ བ་ མྱེད་ པ་ ནི་ རྣམ་ པར་ 106
སྦྱོར་ བའི་ ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ 79
སྦྱོར་ བས་ བྱང་ ཆུབ་ སེམས་ དཔའ་ གང་ 87
སྦྱོར་ ལས །_། རྡོ་ རྗེ་ སེམས་ དཔའ་ 44
སྦྱོར་ མི་ འབྱེད་ དེ །_ དེ་ ནི་ 270
སྦྱོར་ མི་ འབྱེད་ དོ །_། དེ་ ནི་ 109
སྦྱོར་ རོ །_། རྣམ་ པར་ ཤེས་ པ་ 49
སྦྱོར་ བའི །_། རྡོ་ རྗེ་ མཁའ་ འགྲོ་ 51
སྦྱོར་ མྱི་ འབྱེད་ པ་ དེའི་ ཚེ །_ 102
སྦྱོར་ མྱི་ འབྱེད་ དེ །_ གང་ གི་ 82
སྦྱོར་ མྱི་ འབྱེད་ དེ །_ དེ་ ནི་ 46
སྦྱོར་ མྱི་ འབྱེད་ དེ །_ དེ་ ཅིའི་ 72
གྲུ་ བཞི་ པ་ ལ་ སྒོ་ བཞི་ པ 77
ཐད་ དུ་ ཚངས་ པར་ སྤྱོད་ པ་ སྤྱད་ 67
འགྲེང་ བ་ དང་ །_ འདུག་ པ་ དང་ 47
ཟ་ བ་ རྣམས་ དང་ །_ ཟས་ སུ་ 144
ཟ་ དང་ །_ ལྷ་ མ་ ཡིན་ དང་ 498
ཟ་ བར་ བྱེད་ དོ །_། སྲིན་ བུའི་ 66
ཟ་ བར་ འོང་ བའི་ ལས་ དེ་ དག་ 52
ཟ་ བས་ གཅོད་ དམ །_ གཅོད་ དུ་ 50
ཟ་ མ་ དང་ །_ མ་ ནིང་ དང་ 63
ཟ་ བའང་ ཚོགས་ དང་ དུས །_། རྙེད་ 51
ཕྱེ་ བ་ ཡང་ ཐོས་ པར་ འགྱུར་ རོ 48
ཕྱེ་ མ་ དང་ །_ ཆོས་ གོས་ དང་ 40
ཕྱེ་ མ་ དང་ །_ ན་ བཟའ་ དང་ 189
ཕྱེ་ མ་ དང་ །_ གོས་ དང་ །_ 94
ཕྱེ་ མ་ རེད་ ཀྱི་ དུས་ ཀྱི་ ཚེ་ 50
ཕྱེ་ སྟེ་ གསལ་ བ་ དང་ །_ ཡང་ 70
མིན་ སྐྱེ་ མཆེད་ ཀྱི་ སྙོམས་ པར་ འཇུག་ 47
བསོད་ པའི་ བཟའ་ བ་ དང་ བཅའ་ བ་ 81
བསོད་ སྙོམས་ དང་ །_ མལ་ ཆ་ དང་ 50
བསོད་ སྙོམས་ དང་ །_ གཟིམས་ ཆ་ དང་ 47
བསོད་ སྙོམས་ ལ་ ཞུགས་ པ་ དང་ །_ 61
བསོད་ ནམས་ དང་ ཡེ་ ཤེས་ ཀྱི་ ཚོགས་ 128
བསོད་ ནམས་ ཐམས་ ཅད་ བསྡུས་ པའི་ ཏིང་ 55
བསོད་ ནམས་ ཀྱི་ ཕུང་ པོ་ དང་ ལྡན་ 43
བསོད་ ནམས་ ཀྱི་ ཕུང་ པོ་ ཆེན་ པོ་ 56
བསོད་ ནམས་ ཀྱི་ ཕུང་ པོ་ དཔག་ ཏུ་ 45
བསོད་ ནམས་ ཆེན་ པོ་ དང་ ལྡན་ པ 100
བསོད་ ནམས་ མང་ དུ་ འཕེལ་ ལོ །_། 59
བསོད་ ནམས་ མང་ དུ་ སྐྱེད་ པར་ འགྱུར་ 44
བསོད་ ནམས་ མང་ དུ་ སྐྱེད་ དམ །_ 45
བསོད་ ནམས་ མང་ དུ་ སྐྱེད་ དོ །_། 74
བསོད་ ནམས་ མངོན་ པར་ འདུ་ བྱེད་ པ་ 110
བསོད་ ནམས་ མངོན་ པར་ འདུ་ བྱ་ བ་ 47
བསོད་ ནམས་ བྱ་ བའི་ དངོས་ པོ་ དང་ 52
བསོད་ ནམས་ དེའི་ རྒྱུས་ མང་ དུ་ འཕེལ་ 117
བསོད་ ནམས་ ཆེས་ མང་ དུ་ འཕེལ་ ལོ 104
བསོད་ ནམས་ ཆེས་ མང་ དུ་ སྐྱེད་ དོ 45
སྙོམས་ དང་ །_ མལ་ ཆ་ དང་ །_ 44
སྙོམས་ དང་ །_ གཟིམས་ ཆ་ དང་ །_ 44
སྙོམས་ ཡང་ དག་ བྱང་ ཆུབ་ ཀྱི་ ཡན་ 56
སྙོམས་ པར་ འཇུག་ པ་ དང་ །_ རྣམ་ 281
སྙོམས་ པར་ འཇུག་ པ་ དང་ །_ སྟོང་ 128
སྙོམས་ པར་ འཇུག་ པ་ ཐམས་ ཅད་ ལ་ 44
སྙོམས་ པར་ འཇུག་ པ་ ལ་ སྙོམས་ པར་ 84
སྙོམས་ པར་ འཇུག་ པ་ རྣམས་ སོ །_། 47
སྙོམས་ པར་ འཇུག་ པ་ རྣམས་ དང་ །_ 231
སྙོམས་ པར་ འཇུག་ པ་ རྣམས་ ཡོངས་ སུ་ 52
སྙོམས་ པར་ འཇུག་ པ་ རྣམས་ སམ །_ 82
སྙོམས་ པར་ འཇུག་ པ་ རྣམ་ པར་ དག་ 199
སྙོམས་ པར་ འཇུག་ པ་ དེ་ དག་ གི་ 82
སྙོམས་ པར་ འཇུག་ པ་ ཡོངས་ སུ་ དག་ 64
སྙོམས་ པར་ འཇུག་ པ་ ལས་ ལངས་ ནས 64
སྙོམས་ པར་ འཇུག་ པ་ བཞི་ དང་ །_ 186
སྙོམས་ པར་ འཇུག་ པ་ དགུ་ དང་ །_ 375
སྙོམས་ པར་ འཇུག་ པ་ དགུ་ ལ་ སྙོམས་ 41
སྙོམས་ པར་ འཇུག་ པ་ དགུ་ རྣམ་ པར་ 64
སྙོམས་ པར་ འཇུག་ པ་ དགུ་ ཡོངས་ སུ་ 78
སྙོམས་ པར་ འཇུག་ གོ _། བསམ་ གཏན་ 51
སྙོམས་ པར་ ཞུགས་ སོ །_། དེ་ ནས་ 61
སྙོམས་ པར་ ཞུགས་ སོ །_། དེ་ ལས་ 61
སྙོམས་ པར་ ཞུགས་ སོ །_། བཅོམ་ ལྡན་ 43
སྙོམས་ པར་ ཞུགས་ སོ །_། སྙོམས་ པར་ 41
སྙོམས་ པར་ ཞུགས་ པ་ དང་ །_ འགྲོ་ 46
སྙོམས་ པར་ ཞུགས་ ཏེ །_། བྱང་ ཆུབ་ 113
སྙོམས་ པར་ ཞུགས་ ཏེ །_ བྱང་ ཆུབ་ 196
སྙོམས་ པར་ ཞུགས་ ནས །_ དེ་ བཞིན་ 58
སྙོམས་ པར་ ཞུགས་ ཏེ་ བྱང་ ཆུབ་ ཀྱི་ 668
སྙོམས་ ཞུགས་ འགྲོ་ བ་ ཐ་ མའོ །_། 45
དོང་ བར་ དེའི་ འོག་ ཏུ་ དགེ་ སློང་ 54
དོང་ སྟེ་ ལྷགས་ ནས །_ བཅོམ་ ལྡན་ 124
དོང་ སྟེ་ ལྷགས་ ནས་ བཅོམ་ ལྡན་ འདས་ 49
དོང་ སྟེ་ ཕྱིན་ ནས །_ བཅོམ་ ལྡན་ 53
ཟེ་ དང་ །_ རྒྱལ་ རིགས་ དང་ །_ 66
ཟེ་ དང་ །_ ཁྱིམ་ བདག་ དད་ པ་ 55
ཟེ་ དང་ ཁྱིམ་ བདག་ དད་ པ་ ཅན་ 130
ཟེ་ ཡིན་ པར་ ངས་ གསུངས་ སོ །_། 52
ཟེ་ ཡིན་ ཏེ་ འོད་ ཀྱི་ ཚད །_། 48
ཟེ་ ཡིན་ ཏེ་ འོད་ དཔག་ ཚད །_། 77
ཟེ་ ཤིང་ སཱ་ ལ་ ཆེན་ པོ་ ལྟ་ 96
ཟེ་ ཁ་ ཅིག་ དད་ པས་ བྱིན་ པ་ 62
ཟེ་ འོད་ ཀྱི་ ཚད །_། དཔག་ ཚད་ 112
ཁུར་ བོར་ བ །_ བདག་ གི་ དོན་ 42
ཟོས་ པའི་ སེམས་ ཅན་ གྱི་ ཁམས་ ལ་ 62
པོར་ ཁྱེད་ ཅག་ ཉིད་ མི་ ཤེས་ པ་ 40
པོར་ འགྱུར་ རོ །_། དགེ་ སློང་ གིས་ 50
པོར་ འགྱུར་ རོ །_། བཅོམ་ ལྡན་ འདས་ 78
པོར་ འགྱུར་ རོ །_། བཙུན་ པ་ དགེ་ 91
པོར་ འགྱུར་ རོ །_། བཙུན་ པ་ རེ་ 105
པོར་ བྱང་ ཆུབ་ ཏུ་ ནི་ སེམས་ བསྐྱེད་ 895
པོར་ བགྱིད་ པ་ འམ །_ རྒྱ་ ཆུང་ 209
པོར་ འདུ་ ཤེས་ པས་ གཅོད་ དམ །_ 49
པོར་ ལུང་ སྟོན་ པར་ བཞེད་ ན་ ནི་ 59
པོར་ མྱི་ བྱེད་ རྒྱ་ ཆུང་ ངུར་ མྱི་ 94
པོར་ མྱི་ བགྱིད་ རྒྱ་ ཆུང་ ངུར་ མྱི་ 99
བའམ་ འོང་ བ་ ལྟ་ ག་ ལ་ ཡོད 144
